line	word	segmentation	gloss
7900	genkhia	gen-khia	speak-EXIT
7901	theihsa	theih-sa	know.II-PERF
7902	beina	bei-na	end-NMLZ
7903	panpih	pan-pih	plead-APPL
7904	neupen	neu-pen	small-TOP
7907	beisak	bei-sak	end-CAUS
7908	beisa	bei-sa	end-PERF
7909	beimang	bei-mang	end-COMPL
7910	nuihsan	nuih-san	laugh-at
7911	simmawhna	simmawh-na	blaspheme-NMLZ
7912	bawngnawi	bawng-nawi	cow-butter
7913	khualmi	khual-mi	sojourn-person
7914	nidang	ni-dang	day-other
7915	khangham	khang-ham	generation-full
7916	sawmkua	sawm-kua	ten-nine
7917	anlak	an-lak	rice-harvest
7920	simmawhbawl	simmawh-bawl	blaspheme-do
7921	phaknatna	phaknat-na	leprosy-NMLZ
7922	zahzah	zah~zah	fear~RED
7923	kalaohte	kalaoh-te	camel-PL
7924	kihtakna	kihtak-na	dread-NMLZ
7925	suahtakna	suahtak-na	redeem-NMLZ
7926	khangno	khang-no	generation-young
7927	liangko	liangko	shoulder
7928	nungtasak	nung-ta-sak	live-?-CAUS
7929	honpite	hon-pi-te	flock-big-PL
7932	kihtakhuai	kihtak-huai	dread-causing
7933	ngaihno	ngaih-no	think-lovingly
7934	aksite	aksi-te	star-PL
7935	behbehin	beh-beh-in	tribe~RED-ERG
7936	pawlpite	pawl-pi-te	group-big-PL
7937	citakin	ci-tak-in	say-true-ERG
7938	biakpiak	biak-piak	worship-give
7939	ukpite	ukpi-te	duke-PL
7940	hampha	ham-pha	full-worthy
7941	lungtang	lung-tang	heart-place
7942	geelna	geel-na	plan-NMLZ
7945	ngahsak	ngah-sak	get-CAUS
7946	mindaina	mindai-na	shame-NMLZ
7947	silate	sila-te	servant-PL
7948	limte	lim-te	sign-PL
7949	kuangte	kuang-te	trough-PL
7950	thukpi	thuk-pi	deep-big
7951	teelna	teel-na	choose-NMLZ
7952	bawlpa	bawl-pa	make-person
7953	thaute	thau-te	fat-PL
7954	gensia	gen-sia	speak-bad
7955	thaltangte	thaltang-te	arrow-PL
7956	phattuam	phat-tuam	praise-benefit
7957	samsak	sam-sak	call-CAUS
7960	cingte	cing-te	faithful-PL
7961	site	si-te	die-PL
7962	sate	sa-te	flesh-PL
7963	sepnate	sep-na-te	work-NMLZ-PL
7964	lianpite	lianpi-te	army-PL
7965	peengkulte	peengkul-te	trumpet-PL
7966	ngaihsutnate	ngaihsut-na-te	think-NMLZ-PL
7967	laite	lai-te	tip-PL
7968	luanghawmte	luanghawm-te	carcass-PL
7969	lasate	lasa-te	pillar-PL
7972	limtakin	lim-tak-in	sign-true-ERG
7973	laitakun	lai-tak-un	middle-true-PL.IMP
7974	laitak	lai-tak	middle-true
7975	simin	sim-in	count-ERG
7976	simloh	sim-loh	count-unable
7977	silhin	silh-in	clothe-ERG
7978	laiteng	lai-teng	middle-at
7979	laizangah	lai-zang-ah	middle-side-LOC
7980	laizang	lai-zang	middle-side
7981	siasak	sia-sak	bad-CAUS
7982	siangsak	siang-sak	holy-CAUS
7983	sisak	si-sak	die-CAUS
7984	sisa	si-sa	die-PERF
7985	siit	siit	sacrifice
7986	teelsa	teel-sa	choose-PERF
7989	laizial	lai-zial	middle-place
7990	laiza	lai-za	middle-place
7991	lai-un	lai-un	middle-PL.IMP
7992	lailai	lai~lai	middle~REDUP
7993	lai-at	lai-at	middle-?
7996	khauhsak	khauh-sak	strong-CAUS
7997	nungtasak	nungta-sak	live-CAUS
7998	silhsak	silh-sak	clothe-CAUS
7999	maizumsak	maizum-sak	bow.face-CAUS
8000	lungkimsak	lungkim-sak	satisfied-CAUS
8001	khensak	khen-sak	divide-CAUS
8002	khialsak	khial-sak	err-CAUS
8003	tengsak	teng-sak	dwell-CAUS
8004	luangsak	luang-sak	flow-CAUS
8005	hihsak	hih-sak	be-CAUS
8008	nak-uhleh	nak-uh-leh	SUBJ-PL-if
8009	sanah	sanah	in.front
8010	sawmte	sawm-te	ten-PL
8011	thumanin	thu-man-in	word-true-ERG
8012	singgah	singgah	hang
8013	nasemnu	na-sem-nu	2SG-serve-FEM
8014	paktatna	pak-tat-na	proclaim-strike-NMLZ
8015	paikhiatpihin	paikhiat-pih-in	send.away-APPL-ERG
8016	munmuanhuai	mun-muan-huai	place-trust-worthy
8017	khasiat	kha-siat	spirit-evil
8018	gamtate	gamta-te	kingdom-PL
8019	thudang	thu-dang	word-other
8020	gukna	guk-na	dog-NMLZ
8021	tungnung	tung-nung	arrive-after
8022	tonpih	ton-pih	sit-APPL
8023	nekhawm	nek-hawm	eat.II-together
8024	thudon	thu-don	word-preach
8025	tungsiah	tung-siah	arrive-time
8026	bawngtalno	bawngtal-no	calf-small
8027	keng	keng	only
8028	vaikhak	va-i-khak	go.and-?-approach
8031	lunggulh	lung-gulh	heart-long
8032	lungduai	lung-duai	heart-soft
8033	lungkimna	lung-kim-na	heart-whole-NMLZ
8034	lunghihmawhna	lung-hih-mawh-na	heart-be-sin-NMLZ
8035	lungduaina	lung-duai-na	heart-soft-NMLZ
8036	lungmuangin	lung-muang-in	heart-trust-ERG
8039	khuampeek	khuampeek	cubit
8040	khuakhal	khua-khal	town-famine
8041	khualzinna	khual-zin-na	sojourn-travel-NMLZ
8042	khuamte	khuam-te	cubit-PL
8043	khuamluzepna	khua-mlu-zep-na	town-head-bow-NMLZ
8044	khuapikulh	khuapi-kulh	city-wall
8047	thukim	thu-kim	word-keep
8048	thukimna	thu-kim-na	word-keep-NMLZ
8049	thukhennate	thu-khen-na-te	word-divide-NMLZ-PL
8050	thukimpih	thu-kim-pih	word-keep-APPL
8051	thukan	thu-kan	word-hold
8052	thukna	thu-k-na	word-NMLZ
8055	khawlin	khawl-in	rest-ERG
8056	khawng	khawng	about/approximately
8057	khawhlawhte	khawh-lawh-te	able-earn-PL
8058	khawh	khawh	can/able
8059	khawlsak	khawl-sak	rest-CAUS
8060	khawlna	khawl-na	rest-NMLZ
8063	khansau	khan-sau	generation-long
8064	khanglo	khang-lo	generation-NEG
8065	khangto	khang-to	generation-sit
8066	khanglai	khang-lai	generation-middle
8067	khanlawh	khan-lawh	generation-earn
8070	lo-a	lo-ah	field-LOC
8071	hici	hi-ci	this-say
8072	kal	kal	liver
8073	muhsa	muh-sa	see.II-PERF
8074	kipatna	ki-pat-na	REFL-begin-NMLZ
8077	hoihsak	hoih-sak	good-CAUS
8078	semsak	sem-sak	serve-CAUS
8079	vaksak	vak-sak	shine-CAUS
8080	koihsak	koih-sak	put-CAUS
8081	dingsak	ding-sak	stand-CAUS
8082	nuamsak	nuam-sak	pleasant-CAUS
8083	nesak	ne-sak	eat-CAUS
8084	hingsak	hing-sak	be.alive-CAUS
8085	thumsak	thum-sak	three-CAUS
8086	mindaisak	mindai-sak	shame-CAUS
8087	hingkiksak	hing-kik-sak	be.alive-ITER-CAUS
8088	honsak	hon-sak	flock-CAUS
8089	langsak	lang-sak	side-CAUS
8090	suksiatsak	suk-siat-sak	make-destroy-CAUS
8093	nga-in	ngai-in	listen.I-ERG
8094	baihsa-in	baihsa-in	already-ERG
8095	cingin	cing-in	faithful-ERG
8096	lua-in	lua-in	exceed-ERG
8097	kha-in	kha-in	spirit-ERG
8098	baihin	baih-in	already-ERG
8099	thuhilhin	thu-hilh-in	word-teach-ERG
8100	pangin	pang-in	plead-ERG
8103	paubaanna	pau-baan-na	speak-slander-NMLZ
8104	aisanna	ai-san-na	burn-flee-NMLZ
8105	sawmna	sawm-na	ten-NMLZ
8106	sanna	san-na	flee-NMLZ
8107	migitna	mi-git-na	person-hate-NMLZ
8108	hopihna	ho-pih-na	counsel-APPL-NMLZ
8109	dawna	dawn-na	receive-NMLZ
8110	kisuanna	ki-suan-na	REFL-follow-NMLZ
8111	suahna	suah-na	become-NMLZ
8112	cihtakna	ci-tak-na	say-true-NMLZ
8113	galdona	gal-do-na	enemy-conquer-NMLZ
8114	giatna	giat-na	hate-NMLZ
8115	salsuahna	sal-suah-na	servant-become-NMLZ
8116	ancilna	ancil-na	anoint-NMLZ
8117	vankoihna	van-koih-na	sky-put-NMLZ
8126	nazatte	na-zat-te	2SG-hear-PL
8127	nazat	na-zat	2SG-hear
8128	ulianpa	u-lian-pa	elder-great-M
8129	sin	sin	near
8130	sil	sil	flesh/body
8131	ning	ning	will/shall
8132	theitel	thei-tel	know.I-exact
8133	nisuh	ni-suh	day-count
8134	lai-at	lai-at	middle-LOC
8135	matengun	mateng-un	until-PL.IMP
8136	tuh	tuh	sow/plant
8137	gamlapi-ah	gamlapi-ah	wilderness-LOC
8138	mangbuhham	mangbuh-ham	barley-?
8139	kite	ki-te	REFL-PL
8140	thatang	that-ang	work-labor
8141	khauhtakin	khauh-tak-in	strong-true-ERG
8142	nawkin	nawk-in	again-INST
8143	sawp	sawp	wrap
8144	mudahte	muhdah-te	trouble-PL
8145	muhdahhuai	muhdah-huai	trouble-worthy
8146	piakik	piak-kik	give.to-ITER
8147	kongpi-ah	kongpi-ah	road.big-LOC
8148	piapa	pia-pa	give-M
8149	hihsa	hih-sa	be-PERF
8150	sia-in	sia-in	bad-ERG
8151	kaihkhop	kaih-khop	gather-together
8152	kawng	kawng	road/way
8153	nengniam	neng-niam	stranger-oppress
8154	singkha	sing-kha	wood-acacia
8155	khate	khat-te	one-PL
8156	kawlsing	kawl-sing	fry-wood
8157	paai	pa-ai	father-love
8158	ngeite	ngei-te	have.NMLZ-PL
8160	zahko	zah-ko	despise-curse
8161	mihau	mi-hau	person-rich
8162	thatlum	that-lum	kill-all
8163	milian	mi-lian	person-great
8164	mul	mul	hair
8165	tuunote	tuuno-te	lamb-PL
8168	paipihto	paipih-to	accompany-sit
8170	awmdal	awm-dal	exist-remain
8171	val	val	go.quickly
8172	buktual	buk-tual	hole-dig
8173	kawikawi-in	kawikawi-in	crooked-ERG
8174	muk	muk	kiss
8175	panmun	pan-mun	plead-place
8176	gennop	gen-nop	speak-soft
8177	gahte	gah-te	fruit-PL
8178	pahpah	pah~pah	father~REDUP
8179	pangah	pan-gah	plead-fall
8180	veilam	vei-lam	faint-direction
8181	inn-a	inn-ah	house-LOC
8182	sagihvei	sagih-vei	seven-times
8183	naih	na-ih	2SG-love
8184	lakik	la-kik	take-ITER
8185	unau	u-nau	elder-younger
8186	mipih	mi-pih	person-APPL
8187	nuh	nuh	mother
8188	tawntungun	tawntung-un	eternity-PL.IMP
8189	dangtak	dang-tak	other-true
8190	vengpa	veng-pa	guard-M
8191	gensawn	gen-sawn	speak-continue
8192	sepsa	sep-sa	work-PERF
8193	thuteng	thu-teng	word-tell
8194	pawlpih	pawl-pih	group-APPL
8195	miliante	mi-lian-te	person-great-PL
8196	mangbuhham	mangbuh-ham	barley-wheat
8197	kaikhawmin	kai-khawm-in	gather-together-ERG
8200	ihmut	ihmut	deep.sleep
8201	zagiat	za-giat	hundred-eight
8202	ngate	ngate	those/said
8203	tote	to-te	lord-PL
8204	bawnghon	bawng-hon	cattle-flock
8205	nungakte	nungak-te	girl-PL
8206	hoihpente	hoih-pen-te	good-SUPER-PL
8207	kahlei	kahlei	ladder
8208	letsongte	letsong-te	lentil-PL
8209	netum	ne-tum	eat-full
8210	muvanlai	mu-van-lai	see.I-sky-middle
8211	haite	hai-te	cup-PL
8212	kawnggak	kawng-gak	road-girdle
8213	gingte	ging-te	gong-PL
8214	kongpite	kongpi-te	road.big-PL
8215	tuikhang	tui-khang	water-carry
8216	hihlam	hih-lam	this-direction
8217	tuihualte	tuihual-te	flood-PL
8218	ihihna	i-hih-na	1PL.INCL-do-NMLZ
8219	kongcingte	kong-cing-te	road-faithful-PL
8222	kahto	kah-to	climb-up
8223	thuteng	thu-teng	word-tell
8224	kawnggak	kawng-gak	road-girdle
8225	paubaang	pau-baang	speak-perfect
8226	sukha	su-kha	touch-place
8227	balkek	bal-kek	owe-rend
8228	balkekin	bal-kek-in	owe-rend-ERG
8229	dawnna	dawn-na	receive-NMLZ
8230	thuaknate	thuak-na-te	suffer-NMLZ-PL
8231	ang	a-ng	3SG-FUT
8232	leengpeite	leeng-pei-te	chariot-chief-PL
8233	kizepna	ki-zep-na	REFL-join-NMLZ
8234	khutme	khut-me	hand-span
8235	sukham	su-kham	touch-reach
8236	nitna	nit-na	day-NMLZ
8237	cithei	ci-thei	say-able
8238	theihtelna	theih-tel-na	know.II-help-NMLZ
8239	galkapmangte	galkap-mang-te	soldier-chief-PL
8240	simzawh	sim-zawh	count-finish
8241	nausuak	nau-suak	child-birth
8242	kuate	kua-te	who-PL
8243	piaktheih	piak-theih	give.to-able
8244	hoihsa	hoih-sa	good-early
8245	baang	baang	alike
8246	ciktui	cik-tui	one-water
8247	cianga	ci-ang-a	say-FUT-NOM
8248	neihsun	neih-sun	have.II-long
8249	cidam	ci-dam	say-well
8250	keeltal	keel-tal	heel-bare
8251	mangte	mang-te	chief-PL
8252	mitphial	mit-phial	eye-look.up
8253	bawlsiat	bawl-siat	make-destroy
8255	piakhia	piak-hia	give.to-away
8256	meivakte	meivak-te	torch-PL
8257	bullente	bullen-te	bull-PL
8258	anletui	an-le-tui	3PL-and-water
8259	omsa	om-sa	exist-early
8260	puapa	pua-pa	carry.back-father
8261	ngawh	ngawh	endure
8262	mittang	mit-tang	eye-force
8263	kithahna	ki-thah-na	REFL-kill-NMLZ
8264	paunak	pau-nak	speak-time
8265	gamtatnasate	gamtatna-sa-te	kingdom-early-PL
8266	vat	vat	go.quickly
8267	muhtheih	muh-theih	see.II-able
8268	kiphasakte	ki-phasa-te	REFL-bless-PL
8269	tuikuangpi	tui-kuang-pi	water-pool-big
8270	umlebeel	um-lebeel	believe-be.must
8273	lahna	lah-na	let.down-NMLZ
8274	honkhat	hon-khat	flock-one
8275	kigenna	ki-gen-na	REFL-explain-NMLZ
8276	sumgolh	sum-golh	money-desire
8277	mizawng	mi-zawng	person-poor
8278	sianthona	siangtho-na	holy-NMLZ
8279	bawk	bawk	bottle/cast
8280	sauvei	sau-vei	long-journey
8281	theikung	theih-kung	oil-tree
8282	pangsim	pang-sim	plead-count
8283	gamdai	gam-dai	land-overcome
8284	genthei	gen-thei	speak-able.NEG
8285	semkhawm	sem-khawm	serve-together
8286	tom	tom	dwell
8287	puakhia	puak-hia	send-away
8288	zal	zal	spread
8289	ip	ip	cover
8290	kuana	kua-na	who-NMLZ
8291	dingteng	ding-teng	stand-tell
8292	pahtak	pa-tak	father-true
8293	galkapmang	galkap-mang	soldier-chief
8294	nektheih	nek-theih	eat.II-able
8295	nawngkaisak	nawng-kai-sak	2SG-help-CAUS
8296	innsunga	inn-sung-a	house-inside-LOC
8297	cihtak	cih-tak	say.NOM-true
8298	maizumin	mai-zum-in	face-bow-ERG
8299	gamsa	gam-sa	land-meat
8300	deihhuai	deih-huai	want-plural
8301	kipiakna	ki-piak-na	REFL-give.to-NMLZ
8302	masa-a	masa-a	first-LOC
8303	veilamah	vei-lam-ah	faint-side-LOC
8304	bawnghonte	bawng-hon-te	cattle-flock-PL
8305	khop	khop	enough
8306	khauhual	khau-hual	cord-bracelet
8307	lopate	lo-pa-te	field-father-PL
8308	cikmah	cik-mah	one-self
8309	peemtate	peem-ta-te	peace-PFV-PL
8310	liamna	liam-na	pass-NMLZ
8311	paakte	paak-te	share-PL
8312	paitoh	pai-toh	go-accompany
8313	utthu-a	ut-thu-a	want-word-LOC
8314	umlebeelte	um-lebeel-te	believe-must-PL
8315	mei-am	mei-am	fire-Q
8316	ma-a	ma-a	that-LOC
8317	kikhawmte	ki-khawm-te	REFL-gather-PL
8318	tangtung	tang-tung	arrive-reach
8319	nidangin	ni-dang-in	day-other-ERG
8322	vaikhak	va-i-khak	go-?-command
8323	hin	hin	this.EMPH
8324	nihte	nih-te	two-PL
8325	nipikal	ni-pi-kal	day-big-fold
8326	bawngte	bawng-te	cattle-PL
8327	banbanin	ban-ban-in	side-side-ERG
8328	cianga	ci-ang-a	say-FUT-LOC
8329	cidam	ci-dam	say-well
8330	ukte	uk-te	tent-PL
8331	kawi	kawi	forth
8332	kawikawi	kawi-kawi	forth~forth
8333	khauhual	khau-hual	string-bracelet
8334	thugennate	thu-gen-na-te	word-speak-NMLZ-PL
8335	hunsung	hun-sung	time-inside
8336	thumu	thu-mu	word-?
8337	huaiham	huai-ham	dread-strong
8338	laikhak	lai-khak	letter-seal
8339	zanglei	zang-lei	use-buy
8340	zanglei-ah	zang-lei-ah	use-buy-LOC
8341	taina	ta-i-na	stay-?-NMLZ
8342	ngahkhawm	ngah-khawm	get-together
8343	thahatte	tha-hat-te	strength-hard-PL
8344	gihna	gihna	tremble
8345	nidanga	ni-dang-a	day-other-LOC
8346	nitaang	ni-taang	day-long
8347	inntual	inn-tual	house-floor
8348	paktatte	pak-tat-te	respect-?-PL
8349	khemsa-in	khem-sa-in	restrain-early-ERG
8350	peemtate	peem-ta-te	peace-?-PL
8351	vaihawmna	va-i-hawm-na	go-?-together-NMLZ
8354	kaikhawmin	ka-i-khawm-in	1SG-?-gather-ERG
8355	taina	ta-i-na	stay-?-NMLZ
8356	thumu	thu-mu	horn/trumpet
8357	kawmte	kawm-te	beam-PL
8358	zahtakbawl	zahtak-bawl	honor-do
8359	puansan	puan-san	cloth-wear
8360	uptheih	up-theih	elder.sibling-able
8361	puanbukte	puan-buk-te	cloth-cover-PL
8362	kawl	kawl	heifer
8363	cik	cik	fountain
8364	neh	neh	sojourn/come
8365	mudahin	mu-dah-in	see.I-hate-ERG
8367	encik	en-cik	look-fountain
8368	lupkhop	lup-khop	bow.down-enough
8369	paikikin	pai-kik-in	go-again-ERG
8370	tomno	tom-no	dwell-?
8371	milipin	mi-lip-in	person-crowd-ERG
8372	vanging	vang-ing	strength-?
8373	phawkna	phawk-na	remember-NMLZ
8374	tuamcip	tuam-cip	promise-cover
8376	lamna	lam-na	build-NMLZ
8379	le lamna	le lam-na	and dance-NMLZ
8380	taunate lamna	tauna-te lam-na	mourn-PL dance-NMLZ
8381	lamna le lasakna	lam-na le lasak-na	dance-NMLZ and sing-NMLZ
8383	bukkongah	buk-kong-ah	ambush-place-LOC
8384	khenthei	khen-thei	divide-able
8385	nuamsa-in	nuam-sa-in	want-early-ERG
8386	hawlkhiatna	hawl-khiat-na	drive-out-NMLZ
8387	kulhpite	kulh-pi-te	wall-big-PL
8388	langpangte	lang-pang-te	side-?-PL
8389	simgawp	sim-gawp	count-grasp
8390	kaikhia	ka-i-khia	1SG-?-exit
8391	thupizaw	thu-pi-zaw	word-big-more
8392	sumai	su-mai	money-face
8393	zongte	zong-te	search-PL
8394	khenuai-ah	khe-nuai-ah	leg-under-LOC
8395	nihveina	nih-vei-na	two-time-NMLZ
8396	thuakzawh	thuak-zawh	suffer-able
8397	naseppih	na-sep-pih	2SG-work-APPL
8398	thawhkikna	thawh-kik-na	rise-again-NMLZ
8399	kikal-a	ki-kal-a	REFL-between-LOC
8400	naihin	naih-in	near-ERG
8401	sakhat	sak-hat	shaft-hard
8402	peemtate	peem-ta-te	flat-stay-PL
8403	paktatte	pak-tat-te	share-?-PL
8405	kaih	kaih	pull/lead
8406	nawlah	nawl-ah	place-LOC
8409	ngaihbaang	ngaih-baang	think/love-alike
8410	suakkhia	suak-khia	become-exit
8411	keelno	keel-no	heel-?/young
8412	nupite	nupi-te	woman-PL
8413	hilhkhol	hilh-khol	teach-denounce
8414	khoi	khoi	nurse
8415	gimnate	gim-na-te	toil-NMLZ-PL
8416	hanna	han-na	follow-NMLZ
8417	kat	kat	catch/burn
8418	banto	ban-to	side-sit
8419	sawpin	sawp-in	body-ERG
8420	tuinak	tui-nak	water-time
8421	cithak	ci-thak	say-?
8422	khamul	kha-mul	spirit-shave
8423	samsiat	sam-siat	call-destroy
8424	kuangdai	kuang-dai	trough-?
8425	zatna	zat-na	hear.II-NMLZ
8426	lamlahna	lam-lah-na	way-drop-NMLZ
8427	ommawk	om-mawk	exist-?
8428	nulepa	nu-le-pa	mother-and-father
8431	vaikhak	va-i-khak	go-?-command
8432	vaihawmna	va-i-hawm-na	go-?-together-NMLZ
8433	tomno	tom-no	dwell-young
8434	vanging	vang-ing	strength-?
8436	langpangte	lang-pang-te	side-?-PL
8437	kaikhia	ka-i-khia	1SG-?-exit
8438	suakta-in	suak-ta-in	become-stay-ERG
8439	vaan	vaan	heaven/sky
8440	khamtheihzu	kham-theih-zu	forbid-able-NEG
8442	genna-ah	gen-na-ah	speak-NMLZ-LOC
8443	bulpite	bul-pi-te	base-big-PL
8444	umcihin	um-cih-in	believe-say.NOM-ERG
8445	vanah	van-ah	heaven-LOC
8446	honpa	hon-pa	flock-father
8447	gentheih	gen-theih	speak-able
8448	puanung	pua-nung	carry.back-back
8451	suangmanphate	suang-man-pha-te	stone-price-good-PL
8452	halna	hal-na	terror-NMLZ
8453	mihaute	mi-hau-te	person-rich-PL
8454	etteh	et-teh	care-measure
8455	cinate	ci-na-te	say-NMLZ-PL
8456	puanpak	puan-pak	cloth-share
8457	khenkhia	khen-khia	divide-exit
8458	gambup	gam-bup	land-whole
8459	omlam	om-lam	exist-side
8460	puansilh	puan-silh	cloth-wrap
8461	zakua	za-kua	hundred-nine
8462	bawngla	bawng-la	cattle-?
8463	tutphah	tut-phah	sleep-saddle
8464	khuang	khuang	drum/tabret
8465	ompihna	om-pih-na	exist-APPL-NMLZ
8466	luite	lui-te	river-PL
8467	keek	keek	fire/lightning
8468	zankim	zan-kim	night-half
8469	sah	sah	witness/heap
8470	gukte	guk-te	almond-PL
8471	khuampeekte	khuam-peek-te	cubit-measure-PL
8472	nunglam	nung-lam	live-side
8473	puantungsilh	puan-tung-silh	cloth-head-wrap
8474	ngunte	ngun-te	silver-PL
8475	tukna	tuk-na	push-NMLZ
8476	siahuai	sia-huai	die-dread
8477	tuamkoih	tuam-koih	promise-put
8478	ngaihsutna-in	ngaihsut-na-in	think-NMLZ-ERG
8479	sehna	seh-na	slice-NMLZ
8480	pawlpawlin	pawl-pawl-in	group~group-ERG
8481	pakan	pa-kan	father-?
8482	dingkhia-in	ding-khia-in	stand-exit-ERG
8483	teembawte	teem-baw-te	?-?-PL
8484	kinusiate	ki-nusia-te	REFL-abandon-PL
8486	innte-ah	inn-te-ah	house-PL-LOC
8487	lutna-ah	lut-na-ah	enter-NMLZ-LOC
8488	lui-ah	lui-ah	river-LOC
8490	kizepnate	ki-zep-na-te	REFL-join-NMLZ-PL
8491	naute	nau-te	child-PL
8492	nem	nem	soft
8493	banin	ban-in	side-ERG
8496	laksakin	lak-sak-in	take-CAUS-ERG
8497	nuaisiah	nuai-siah	under-subdue
8498	galsimna	gal-sim-na	enemy-count-NMLZ
8499	paaikhia	paa-i-khia	father-?-exit
8500	awn	awn	void
8501	nungdelh	nung-delh	live-hide
8502	simtham	sim-tham	count-molten
8503	omkha	om-kha	exist-?
8504	gamtatsia	gamtat-sia	kingdom-bad
8505	balnen	bal-nen	owe-?
8506	theigah	thei-gah	know.I-attach
8507	vanmanpha	van-manpha	go.and-precious
8508	satgawp	sat-gawp	strike-grasp
8509	thangpaihna	thang-paih-na	rise-pour-NMLZ
8510	tacilte	ta-cil-te	stay-first-PL
8511	thumnate	thum-na-te	three-NMLZ-PL
8512	tuiciin	tui-ciin	water-?
8513	nupa	nu-pa	female-male
8514	naupaii	nau-paii	child-?
8515	midik	mi-dik	person-righteous
8516	hukna	huk-na	cover-NMLZ
8517	tuucingte	tuucing-te	shepherd-PL
8519	nuhin	nu-hin	mother-this
8520	kikhumna	ki-khum-na	REFL-cover-NMLZ
8521	ngawngah	ngawng-ah	neck-LOC
8522	tawite	tawi-te	short-PL
8523	gunte	gun-te	river-PL
8524	kilamdanna	ki-lam-dan-na	REFL-way-manner-NMLZ
8525	denna	den-na	judge-NMLZ
8527	gawina	gawi-na	burn-NMLZ
8528	ui	ui	dog
8529	dingto	ding-to	stand-sit
8530	dangtakin	dang-tak-in	other-true-ERG
8531	sinso	sinso	be.angry
8532	puakhia-in	puak-hia-in	send-away-ERG
8534	zaw-in	zaw-in	able-ERG
8535	siansuah	sian-suah	holy-redeem
8536	paihkhiat	paih-khiat	go-depart
8537	leengguite	leeng-gui-te	chariot-wheel-PL
8538	hatzaw	hat-zaw	strong-more
8539	tawmna	tawm-na	short-NMLZ
8540	galhiamte	gal-hiam-te	enemy-?-PL
8541	ankung	an-kung	3PL-tree
8542	hazatna	ha-zat-na	hot-?-NMLZ
8543	lunggim	lung-gim	heart-round
8544	ma-un	ma-un	that-?
8545	kulhkongpite	kulh-kong-pi-te	wall-road-big-PL
8546	khathei	kha-thei	one-able
8547	tauna	tau-na	store-NMLZ
8548	kahto-in	ka-hto-in	1SG-ascend-ERG
8549	sawmsim	sawm-sim	ten-count
8550	mawkmawkte	mawk-mawk-te	empty~empty-PL
8551	galvilna	gal-vil-na	enemy-encircle-NMLZ
8552	ngaihsutsa	ngaihsut-sa	think-PAST
8553	koihnate	koih-na-te	put-NMLZ-PL
8554	lianpipi	lian-pi-pi	big-big-big
8555	kulhte	kulh-te	wall-PL
8556	uksawn	uk-sawn	rule-throne
8557	pakta	pak-ta	share-stay
8558	kidenna	ki-den-na	REFL-judge-NMLZ
8559	vanpi	van-pi	heaven-big
8560	hithei	hi-thei	be-able
8561	sikkhau	sik-khau	repent-?
8562	palikte	pa-lik-te	father-?-PL
8565	husanna	husa-nna	flood-NMLZ
8566	dawnte	dawn-te	receive-PL
8567	ciing	ciing	barren
8568	tengkhawm	teng-khawm	dwell-together
8569	tuikuang	tui-kuang	water-trough
8570	nihvei	nih-vei	two-time
8571	leengkhia	leeng-khia	chariot-exit
8572	valhtum	valh-tum	go.and-swallow
8573	hehpihhuai	hehpih-huai	angry-dread
8574	gentel	gen-tel	speak-help
8575	zatui	za-tui	hear.I-water
8576	tamna	tam-na	many-NMLZ
8577	laktel	lak-tel	take-help
8578	kualte	kual-te	side-PL
8579	sihlawh	sih-lawh	die-unclean
8580	dialkhai	dial-khai	call-pitch
8581	kidalna	ki-dal-na	REFL-hinder-NMLZ
8582	galhangte	gal-hang-te	enemy-battle-PL
8583	kipahna	ki-pah-na	REFL-joy-NMLZ
8584	kihihsakna	ki-hih-sak-na	REFL-do-CAUS-NMLZ
8585	mualah	mual-ah	hill-LOC
8587	nat	nat	sick
8588	muat	muat	see.I.CONT
8589	mut	mut	see.I.SHORT
8590	nawl	nawl	place
8591	uite	ui-te	dog-PL
8592	cikmahin	cik-mah-in	one-self-ERG
8594	hingin	hing-in	live-ERG
8595	gensia-in	gen-sia-in	speak-bad-ERG
8596	hilhkholhna	hilh-kholh-na	teach-INTENS-NMLZ
8597	kamsung	kam-sung	mouth-inside
8598	kamciamna	kam-ciam-na	mouth-promise-NMLZ
8599	siksanin	sik-san-in	repent-?-ERG
8600	sangzaw	sang-zaw	high-more
8601	genthuah	gen-thuah	speak-?
8602	khuate-ah	khua-te-ah	town-PL-LOC
8603	thakte	thak-te	new-PL
8604	innkhum	inn-khum	house-cover
8605	bawlnate	bawl-na-te	make-NMLZ-PL
8606	otna	ot-na	keep-NMLZ
8607	awngin	awng-in	void-ERG
8608	luh	luh	head/enter
8609	muangin	muang-in	trust-ERG
8610	khebaite	kheba-i-te	?-?-PL
8611	daltuahte	dal-tuah-te	hinder-meet-PL
8612	omtheih	om-theih	exist-able
8613	siazaw	sia-zaw	bad-more
8614	theihtheih	theih-theih	know.II~know.II
8617	cil-in	cil-in	begin-ERG
8618	migi	mi-gi	person-evil
8619	paii	paii	sorrow
8620	piangkhia	piang-khia	be.born-exit
8621	thunget	thu-nget	word-request
8622	khiasuk	khia-suk	exit-make.become
8623	lungngaingai	lung-ngai-ngai	heart-think~think
8624	matsa	mat-sa	grasp-meat
8625	bawngpi	bawng-pi	cattle-big
8626	theihkholh	theih-kholh	know.II-INTENS
8627	lunghihmawh	lung-hih-mawh	heart-do-sin
