surface_form	normalized_form	lemma	segmentation	gloss	pos	frequency	first_verse	sample_verses	is_ambiguous	status
namsau	namsau	namsau	namsau	sword	N	346	01003024	01003024|01027040|01034025|01034026|01048022	0	auto
takin	takin	takin	takin	really	UNK	346	01021018	01021018|01023009|01024049|01026027|01026031	0	auto
kumpipa	kumpipa	kumpipa	kumpipa'	king.POSS	N	346	01039020	01039020|01040001|07008018|09008009|09008011	0	auto
Jew	jew	Jew	Jew	JEW	PROP	346	12018026	12018026|12018028|16004001|16004002|16004012	0	auto
nasep	nasep	nasep	nasep	work	V	345	01002002	01002002|01002003|01039002|01039011|01046033	0	auto
“Ka	“ka	ka	Ka	1SG	FUNC	345	01004009	01004009|01006007|01016008|01018003|01018015	0	auto
zak	zak	za	zak	hear.II	V	345	01008021	01008021|01014014|01024030|01024052|01027034	0	auto
tate	tate	ta	ta-te	child-PL	FUNC	345	01010021	01010021|01018019|01021023|01022020|01025003	0	auto
kibawl	kibawl	bawl	ki-bawl	REFL-make	V	345	01020016	01020016|02002003|02003022|02016031|02024010	0	auto
mang	mang	mang	mang	dream	N	344	01015001	01015001|01016002|01020003|01020006|01022018	0	auto
honkhia	honkhia	hon	hon-khia	come-exit	V	344	01037021	01037021|01047025|02002019|02005023|02006006	0	auto
kip	kip	kip	kip	firm	UNK	343	01021018	01021018|01024012|01024014|01024027|01026005	0	auto
Levi	levi	Levi	Levi	LEVI	PROP	343	01029034	01029034|01034025|01035023|01049005|02001002	0	auto
tu	tu	tu	tu	now	FUNC	342	01019001	01019001|01019038|01031034|01032004|01037025	0	auto
nga	nga	nga	nga	five	V	336	01001023	01001023|01003024|01005006|01005010|01005011	0	auto
“	“				UNK	335	01004001	01004001|01005029|01010009|01015002|01022014	0	auto
mei	mei	mei	mei	fire	N	334	01015017	01015017|01022006|01022007|02013021|02013022	0	auto
la-in	la-in	la	la-in	take-ERG	FUNC	332	01002015	01002015|01002021|01008020|01009023|01014011	0	auto
pate	pate	pa	pa-te	male-PL	N	331	01015015	01015015|01031003|01046034|01047003|01047009	0	auto
ngeina	ngeina	ngei	ngei-na	know-NMLZ	N	331	01018011	01018011|01019031|01022009|01026005|01029026	0	auto
kipia	kipia	pia	ki-pia	be.given	V	330	01006003	01006003|01009002|01023018|01029002|01031015	0	auto
Saul	saul	Saul	Saul	SAUL	PROP	330	09009002	09009002|09009003|09009005|09009007|09009008	0	auto
vanglian	vanglian	vang	vang-lian	power-big	N	329	01010008	01010008|01017001|01023006|01026016|01028003	0	auto
itna	itna	it	it-na	love-NMLZ	V	329	01024012	01024012|01024014|01024027|01029020|01032010	0	auto
phawk	phawk	phawk	phawk	remember	V	328	01003007	01003007|01008001|01009015|01009016|01019029	0	auto
dawn	dawn	dawn	dawn	top	V	327	01011004	01011004|01014017|01017011|01017014|01017023	0	auto
pumpi	pumpi	pumpi	pumpi	body	N	324	01025025	01025025|01047018|02022027|02030032|03013002	0	auto
nangawn	nangawn	ngawn	na-ngawn	2SG-own	FUNC	322	01041044	01041044|02002019|02004009|02006012|02011007	0	auto
en	en	en	en	look	V	320	01001031	01001031|01006012|01006017|01009016|01011005	0	auto
khua-ah	khua-ah	khua	khua-ah	town-LOC	N	320	01011028	01011028|04022039|04035025|06007002|06018013	0	auto
lungdam	lungdam	lung	lung-dam	heart-well	V	320	01030013	01030013|01030013|01043034|01047025|02018009	0	auto
piang	piang	piang	piang	be.born	V	319	01001007	01001007|01001009|01001011|01001015|01001024	0	auto
nakpitakin	nakpitakin	nak	nak-pi-tak-in	strong-big-exact-ERG	N	319	01003016	01003016|01013013|01016010|01019003|01019009	0	auto
suante	suante	suan	suan-te	offspring-PL	V	319	01036015	01036015|01036016|01036017|01036019|01036021	0	auto
gamtatna	gamtatna	gamtat	gamtat-na	rule.land-NMLZ	V	317	01008021	01008021|01009024|01020006|01027045|01034007	0	auto
pa	pa	pa	pa'	male.POSS	N	317	01012001	01012001|01020013|01024007|01024023|01024038	0	auto
sam	sam	sam	sam	open	V	317	01019005	01019005|01021017|01022011|01022015|01028001	0	auto
sanggamte	sanggamte	sanggam	sanggam-te	brother-PL	N	317	01019007	01019007|01022021|01025018|01027037|01034025	0	auto
tul	tul	tul	tul	thousand	FUNC	316	02012037	02012037|02018021|02018025|02020006|02034007	0	auto
taktak	taktak	tak~tak	tak~tak	great~REDUP	UNK	314	01004024	01004024|01018010|01020007|01022017|01027021	0	auto
hihna	hihna	hi	hih-na	this-NMLZ	V	314	01007001	01007001|01012011|01017007|01026009|01042033	0	auto
deih	deih	deih	deih	want	V	312	01003016	01003016|01006002|01023006|01023008|01034019	0	auto
mai	mai	mai	mai	face	N	309	01004005	01004005|01004006|01017003|01017017|01019001	0	auto
Babylon	babylon	Babylon	Babylon	BABYLON	PROP	307	12017024	12017024|12017030|12020012|12020014|12020018	0	auto
uhleh	uhleh	uhleh	uhleh	2/3PL.if	FUNC	306	01023008	01023008|01034015|01037025|01042019|01043003	0	auto
nungta	nungta	nung	nung-ta	life-PFV	V	304	01001020	01001020|01005004|01005007|01005010|01005013	0	auto
sihna	sihna	sih	sih-na	blood-NMLZ	V	304	01009005	01009005|01027041|01042022|02010017|03020009	0	auto
ganhing	ganhing	ganhing	ganhing	animal	N	303	01001020	01001020|01001021|01001021|01001025|01001030	0	auto
Nang	nang	nang	Nang	2SG.PRO	FUNC	303	01003015	01003015|01003017|01004012|01006014|01006018	0	auto
vangliatna	vangliatna	vangliat	vangliat-na	strong-NMLZ	N	303	01049003	01049003|02004021|02009016|02013003|02013009	0	auto
dongin	dongin	dong	dong-in	collect-ERG	FUNC	302	01019009	01019009|01022014|01026033|01032029|01032032	0	auto
lei	lei	lei	lei	buy	UNK	300	01001009	01001009|01001010|01002005|01002006|01002009	0	auto
nasempa	nasempa	nasem	nasem-pa	servant-male	N	300	01018007	01018007|01019019|01024002|01024005|01024009	0	auto
lungdamna	lungdamna	lungdam	lungdam-na	rejoice-NMLZ	V	300	01031027	01031027|05028047|07008035|07019003|10006012	0	auto
huh	huh	huh	huh	help	V	299	01002018	01002018|01002020|01049025|02002017|02004012	0	auto
inn-ah	inn-ah	inn	inn-ah	house-LOC	N	299	01018033	01018033|01019003|01024023|01024028|01024031	0	auto
kam	kam	kam	kam	mouth	N	297	01004011	01004011|01010005|01010020|01010031|01024030	0	auto
“Tua	“tua	tua	Tua	that	FUNC	297	01004015	01004015|01018028|01018029|01024006|01027033	0	auto
masa	masa	masa	masa	first	FUNC	296	01002011	01002011|01008013|01008013|01009020|01010008	0	auto
minamte	minamte	mi	mi-nam-te	person-kind-PL	N	295	01010032	01010032|01017006|01027029|01035011|03018024	0	auto
dangte	dangte	dang	dang-te	other-PL	N	293	01003001	01003001|01030013|01034027|01037003|01041003	0	auto
khuapite	khuapite	khua	khua-pi-te	town-big-PL	N	290	01010012	01010012|01019025|01019025|01019029|01019029	0	auto
lohna	lohna	loh	loh-na	NEG-NMLZ	N	289	01021025	01021025|01022012|01030001|01031002|01031005	0	auto
kizui-in	kizui-in	zui	ki-zui-in	REFL-follow-CVB	V	288	01010032	01010032|01023016|01025013|01036040|01043033	0	auto
suang	suang	suang	suang	stone	N	287	01002012	01002012|01011003|01028018|01028022|01029002	0	auto
lampi	lampi	lam	lam-pi	road	N	287	01003024	01003024|01024048|01026031|01033016|01033018	0	auto
sathau	sathau	sa	sa-thau	flesh-fat	N	286	01028018	01028018|01031013|01035014|02022029|02025006	0	auto
meihal	meihal	meihal	meihal	burnt.offering	V	281	01008020	01008020|01022002|01022003|01022006|01022007	0	auto
uliante	uliante	ulian	ulian-te	elder-PL	FUNC	280	01012015	01012015|01041043|02011008|02015004|04021018	0	auto
phat	phat	phat	phat	worthy	V	280	01012015	01012015|01024048|01029035|01049008|02015002	0	auto
sawmnih	sawmnih	sawm	sawm-nih	ten-two	FUNC	279	01006003	01006003|01007020|01008014|01011024|01018031	0	auto
upna	upna	up	up-na	believe-NMLZ	N	279	05032051	05032051|18002009|19116010|23007009|23043010	0	auto
siampite	siampite	siam	siam-pi-te	priests	V	278	01047022	01047022|02019022|02019024|03001005|03001007	0	auto
kikhopna	kikhopna	khop	ki-khop-na	REFL-gather-NMLZ	N	278	02012016	02012016|02027021|02028043|02029010|02029011	0	auto
kik	kik	kik	kik	ITER	FUNC	276	01008021	01008021|01009011|01014016|01018003|01020014	0	auto
ngun	ngun	ngun	ngun	silver	N	276	01013002	01013002|01020016|01023015|01023016|01024035	0	auto
tanu	tanu	ta	ta-nu	child-female	N	275	01005004	01005004|01005007|01005010|01005013|01005016	0	auto
beh	beh	beh	beh	tribe	N	275	01010005	01010005|01012001|01013008|01029015|01030024	0	auto
galkap	galkap	gal	gal-kap	soldier	N	275	01021022	01021022|01021032|01026026|04020020|04031014	0	auto
pi	pi	pi	pi	grandmother	UNK	274	01006015	01006015|01006015|01006015|01006016|01007020	0	auto
hehna	hehna	heh	heh-na	anger-NMLZ	N	274	01027044	01027044|01044018|01049007|02015007|02022024	0	auto
lim	lim	lim	lim	sign	N	273	01001026	01001026|01001027|01001027|01009006|01009012	0	auto
Pa	pa	pa	Pa	father	N	272	01020012	01020012|01044019|06022021|06022021|19002007	0	auto
Kumpi	kumpi	kumpi	Kumpi	king	N	271	01041040	01041040|02011005|04021018|09012012|09018008	0	auto
nungzuite	nungzuite	nungzui	nungzui-te	disciple-PL	UNK	270	01024054	01024054|01024059|23008016|27011024|40005001	0	auto
Hihte	hihte	hi	hih-te	this-PL	V	268	01002004	01002004|01010001|01010005|01010020|01010029	0	auto
susia	susia	su	su-sia	CAUS-bad	N	268	01006013	01006013|01006017|01008021|01009011|01009011	0	auto
sih	sih	sih	sih	die	V	267	01011028	01011028|01020007|01021016|01024067|01025011	0	auto
Jakob	jakob	Jakob	Jakob	JAKOB	PROP	265	01025026	01025026|01025027|01025028|01025029|01025030	0	auto
it	it	it	it	love	V	264	01022002	01022002|01023006|01024067|01029032|01044020	0	auto
gal	gal	gal	gal	enemy	N	263	02001010	02001010|02013017|02013018|02023022|04021014	0	auto
nuntak	nuntak	nuntak	nuntak	live	V	261	01003014	01003014|01003017|01005005|01006017|01007011	0	auto
khen	khen	khen	khen	divide	V	259	01001007	01001007|01001014|01001014|01016005|01030006	0	auto
tak	tak	tak	tak	truly	UNK	259	01009007	01009007|01017002|01017020|01021023|01027034	0	auto
tai	tai	tai	tai	check	V	259	01014010	01014010|01014010|01018002|01019017|01019020	0	auto
sum	sum	sum	sum	extinguish	N	257	01017012	01017012|01017013|01017023|01017027|01031015	0	auto
pu	pu	pu	pu	grandfather	N	256	01015015	01015015|01032009|02010006|03026039|04020015	0	auto
minthanna	minthanna	min	min-than-na	name-bless-NMLZ	N	256	02014004	02014004|02014017|02014018|02024016|02028002	0	auto
ciahkik	ciahkik	ciah	ciah-kik	return-ITER	V	254	01003019	01003019|01008009|01008011|01008012|01014017	0	auto
Khatpeuh	khatpeuh	khat	khat-peuh	one-every	N	252	01004015	01004015|01009005|01013016|01017012|01037033	0	auto
khawm	khawm	khawm	khawm	gather	V	252	01006013	01006013|01008018|01009004|01011031|01017027	0	auto
“A	“a	a	A	3SG	FUNC	252	01014021	01014021|01024005|01024055|01024057|01025032	0	auto
leitungah	leitungah	leitung	leitung-ah	earth-LOC	N	248	01001011	01001011|01001016|01001020|01001022|01001028	0	auto
heh	heh	heh	heh	anger	N	248	01004005	01004005|01004006|01018030|01018032|01030002	0	auto
milim	milim	mi	mi-lim	idol	N	247	02020004	02020004|02023024|03026001|03026001|03026001	0	auto
deihna	deihna	deihna	deihna	desire	N	244	03017005	03017005|03024012|04015039|09002025|10003037	0	auto
tunga	tunga	tung	tung-a	on-3SG	V	243	01001007	01001007|01012007|01014006|01017023|01018019	0	auto
giahphual	giahphual	giah	giah-phual	carry-pass	N	242	01032021	01032021|02013020|02014002|02014002|02014009	0	auto
manun	manun	manun	manun	sin	N	242	01044005	01044005|01045005|01049006|04020024|04021007	0	auto
pau	pau	pau	pau	speak	V	240	01010005	01010005|01010020|01010031|01031024|01042007	0	auto
napi-in	napi-in	pi	na-pi-in	manner-big-ERG	FUNC	240	01042021	01042021|02005023|02021029|03007020|03013004	0	auto
puak	puak	pua	puak	send	V	239	01027013	01027013|01031039|01032023|01037032|01038017	0	auto
pasian	pasian	pasian	pasian	god	N	239	01035004	01035004|02018011|02020003|02022020|02023013	0	auto
vantungmi	vantungmi	van	van-tung-mi	angel	N	238	01016007	01016007|01016009|01016010|01016011|01021017	0	auto
Limtakin	limtakin	lim	lim-tak-in	sign-true-ERG	N	237	01004007	01004007|01004007|01011003|01013010|01043007	0	auto
omlai	omlai	om	om-lai	rest-still	V	236	01008022	01008022|01014010|01015002|01019016|01030036	0	auto
lel	lel	lel	lel	desperate	UNK	236	01018027	01018027|01019014|03013006|03013041|05001042	0	auto
kilawm	kilawm	lawm	ki-lawm	REFL-worthy	N	235	01002020	01002020|01020009|01032010|01034007|01034031	0	auto
ngen	ngen	ngen	ngen	net	V	234	01012003	01012003|01012008|01013004|01018016|01020017	0	auto
leenggahzu	leenggahzu	leeng	leeng-gah-zu	grape.juice	N	232	01009021	01009021|01014018|01019032|01019033|01019034	0	auto
kigelh	kigelh	gelh	ki-gelh	scripture	V	232	02031018	02031018|02032015|02032016|02039014|05009010	0	auto
hehpihna	hehpihna	heh	heh-pih-na	favor-with-NMLZ	N	231	01019016	01019016|01033005|01040014|01043014|02022027	0	auto
nihte	nihte	nih	nih-te	two-PL	FUNC	230	01009022	01009022|01019001|01019010|01019012|01019016	0	auto
tahen	tahen	tahen	tahen	army	N	230	01009025	01009025|01024027|01027028|01027028|01031032	0	auto
Nangmah	nangmah	nangmah	Nangmah	2SG.PRO	FUNC	230	01014023	01014023|01020015|01024002|01024014|01024037	0	auto
Paul	paul	Paul	Paul	PAUL	PROP	230	44013013	44013013|44013016|44013042|44013043|44013045	0	auto
mihonte	mihonte	mihon	mihon-te	poor.person-PL	N	228	02007004	02007004|02012006|02012017|02016001|02024002	0	auto
van	van	van	van	sky	N	227	01001006	01001006|01001006|01001007|01001007|01001007	0	auto
pilna	pilna	pilna	pilna	learning	N	227	01041016	01041016|02031002|02035030|02036001|05004006	0	auto
hileh	hileh	hi	hi-leh	be-if	V	226	01019020	01019020|01024008|01031042|01034023|01042018	0	auto
Solomon	solomon	Solomon	Solomon	SOLOMON	PROP	225	10005014	10005014|10012024|11001010|11001013|11001017	0	auto
li	li	li	li	four	FUNC	224	01001019	01001019|01002010|01011016|01014009|01031041	0	auto
mualtung	mualtung	mual	mual-tung	mountain-top	N	224	01010030	01010030|01019019|01031021|01031025|01036008	0	auto
paknamtui	paknamtui	pak	pak-nam-tui	ointment	N	223	01037025	01037025|01043011|02025006|02025029|02030001	0	auto
ahihna	ahihna	hi	a-hih-na	3SG-be.NOM-NMLZ	V	222	01012018	01012018|01015013|01029012|01031050|01037033	0	auto
galkapte	galkapte	gal	gal-kap-te	war-throw-PL	N	222	01014003	01014003|02014006|02014009|04031021|04031032	0	auto
piangsak	piangsak	piangsak	piangsak	cause.birth	V	221	01001001	01001001|01001011|01001011|01001012|01001020	0	auto
lote	lote	lo	lo-te	NEG-PL	FUNC	221	01027028	01027028|01041048|01047020|02008013|02023011	0	auto
Aaron	aaron	Aaron	Aaron	AARON	PROP	221	02004014	02004014|02004027|02004029|02004030|02005001	0	auto
sak	sak	sak	sak	cause	V	220	01002021	01002021|01048017|02015021|04021017|04025011	0	auto
khinzo	khinzo	khin	khin-zo	move-COMPL	V	220	01014022	01014022|01032028|01037033|01041041|01047025	0	auto
siampipa	siampipa	siam	siam-pi-pa	priest	V	220	01041045	01041045|01041050|01046020|03001009|03001012	0	auto
khinta	khinta	khin	khin-ta	move-NMLZ	V	219	01001029	01001029|01001030|01002002|01006003|01008003	0	auto
sing	sing	sing	sing	shake	N	219	01006014	01006014|01018003|01018008|01022003|01022006	0	auto
bia	bia	bia	bia	worship	V	219	01021033	01021033|01022005|01024026|01024048|01026025	0	auto
sang	sang	sang	sang	high	N	218	01002007	01002007|01014018|01014019|01014020|01014022	0	auto
khatlekhat	khatlekhat	khat	khat-le-khat	one-and-one	N	218	01011003	01011003|01026031|01031049|01037019|01042001	0	auto
ko	ko	ko	ko	long	UNK	218	01019005	01019005|01020009|01024055|01026020|01034014	0	auto
zan	zan	zan	zan	break	N	217	01001014	01001014|01001016|01001016|01007004|01007012	0	auto
sia	sia	sia	sia	evil	N	217	01002009	01002009|01002017|01003005|01003022|01004005	0	auto
David	david	david	David'	DAVID.POSS	UNK	217	08004017	08004017|08004022|09017031|09017050|09018019	0	auto
sat	sat	sat	sat	strike	V	215	01004017	01004017|01004023|01010012|01031025|01033018	0	auto
khuami	khuami	khua	khua-mi	town-person	N	214	06008024	06008024|06008024|06008026|07009002|07009051	0	auto
sungin	sungin	sung	sung-in	inside-ERG	FUNC	213	01004003	01004003|01007004|01018003|01020006|01030029	0	auto
khang	khang	khang	khang	generation	N	213	01007001	01007001|01009007|01009007|01009012|01017007	0	auto
kipanin	kipanin	pan	ki-pan-in	from	V	212	01004026	01004026|01006001|01010019|01010030|01013003	0	auto
lai-in	lai-in	lai	lai-in	midst-ERG	N	212	01007006	01007006|01014001|01019029|01025020|01035007	0	auto
Keimah	keimah	keimah	Keimah	1SG.PRO	FUNC	211	01015001	01015001|01017006|01024014|01024039|01024045	0	auto
biak	biak	bia	biak	worship	V	211	01022006	01022006|02004023|02007016|02008001|02008020	0	auto
Joshua	joshua	Joshua	Joshua	JOSHUA	PROP	211	02017009	02017009|02017010|02017013|02017014|02024013	0	auto
tawntungin	tawntungin	tawntung	tawntung-in	eternity-ERG	N	210	01003014	01003014|01017007|01017012|01044032|02003015	0	auto
Jerusalem-ah	jerusalem-ah	jerusalem	jerusalem-ah	JERUSALEM-LOC	UNK	210	06015063	06015063|07001007|07001021|07001021|09017054	0	auto
nisuahna	nisuahna	ni	ni-suah-na	day-birth-NMLZ	N	209	01002008	01002008|01002014|01003024|01004016|01010030	0	auto
bawngtal	bawngtal	bawng	bawng-tal	calf	N	208	01012016	01012016|01032005|01032015|02020017|02021028	0	auto
innkuan	innkuan	inn	inn-kuan	house-family	N	207	01008019	01008019|01010020|01010031|01010032|01024038	0	auto
sep	sep	sep	sep	work	V	206	01003019	01003019|01011006|01011006|01048015|01050003	0	auto
Amau	amau	amau	Amau'	3PL.PRO.POSS	FUNC	206	01010030	01010030|01018016|01019005|01025026|01034018	0	auto
Josef	josef	Josef	Josef	JOSEF	PROP	206	01030024	01030024|01030025|01033002|01033007|01035024	0	auto
Peter	peter	Peter	Peter	PETER	PROP	206	40004018	40004018|40014028|40014029|40014031|40015015	0	auto
“Bang	“bang	bang	Bang	like	FUNC	204	01004006	01004006|01004010|01012018|01018013|01020009	0	auto
mit	mit	mit	mit	eye	N	202	01019011	01019011|01021019|01039007|01044021|01045012	0	auto
Singkuang	singkuang	sing	sing-kuang	wood-box	N	201	02016034	02016034|02025010|02025011|02025012|02025012	0	auto
zang	zang	zang	zang	use	V	200	01028011	01028011|01031015|01049005|02020007|02020007	0	auto
nin	nin	nin	nin	day	N	200	01031035	01031035|02030035|03005002|03005002|03005002	0	auto
tangin	tangin	tang	tang-in	take.hold-CVB	V	199	01004025	01004025|01022013|01036033|01036034|01036035	0	auto
tokhom	tokhom	tokhom	tokhom	throne	N	198	01041040	01041040|02011005|02012029|02025017|02025018	0	auto
suanlekhakte	suanlekhakte	suanlekhak	suanlekhak-te	genealogy-PL	N	197	01003015	01003015|01003015|01009009|01010001|01010020	0	auto
tungsak	tungsak	tungsak	tungsak	lift.up	V	197	01006017	01006017|01015014|01026003|01041032|02007004	0	auto
lianpi	lianpi	lianpi	lianpi	army	N	197	01012017	01012017|01019019|01020009|01021008|01030043	0	auto
nek	nek	ne	nek	eat.II	V	195	01002009	01002009|01002017|01003005|01003007|01003011	0	auto
topa	topa	topa	topa	lord	N	195	01018012	01018012|01023011|01023015|01024009|01024012	0	auto
cihna	cihna	ci	cih-na	say.NOM-NMLZ	V	195	01028006	01028006|01031001|01045016|01047026|02006026	0	auto
lu	lu	lu	lu	head	N	194	01024026	01024026|01024048|01040016|01040017|01040019	0	auto
kiko	kiko	kiko	kiko	cry.out	V	193	01004010	01004010|01039014|01039018|01041043|01041055	0	auto
En	en	en	En	look	V	193	01004014	01004014|01006013|01017020|01019008|01019020	0	auto
lut	lut	lut	lut	enter	V	193	01007016	01007016|01019003|01031033|03014046|04011026	0	auto
no	no	no	no	young	N	193	01027045	01027045|01034009|01039014|01039017|01044010	0	auto
thugente	thugente	thu	thu-gen-te	word-tell-PL	N	193	01034018	01034018|01042016|01044024|02019008|02019009	0	auto
muhna-ah	muhna-ah	mu	muh-na-ah	see.II-NMLZ-LOC	V	192	01006011	01006011|01019019|01023009|01023011|01031032	0	auto
luah	luah	lua	luah	carry	V	192	01015002	01015002|01015003|01022017|01024060|01031014	0	auto
Thu	thu	thu	Thu	word	N	192	02024014	02024014|04022038|04035012|06001009|07001024	0	auto
sawmthum	sawmthum	sawm	sawm-thum	ten-three	FUNC	191	01005003	01005003|01005005|01005007|01005016|01011012	0	auto
pang	pang	pang	pang	side	N	191	02017012	02017012|02020016|02023001|02023002|02025012	0	auto
Jordan	jordan	Jordan	Jordan	JORDAN	PROP	190	01013010	01013010|01013011|01032010|01050010|01050011	0	auto
Moab	moab	Moab	Moab	MOAB	PROP	190	01019037	01019037|01019037|01036035|02015015|04021013	0	auto
