lemma	citation_form	pos	primary_gloss	gloss_candidates	review_gloss_summary	english_glosses	all_glosses	gloss_counts	inflected_forms	token_count	form_count	compounds	top_collocates	example_verses	is_polysemous	is_grammatical	needs_review	entry_status	polysemy_notes	grammaticalization_notes	sense_count	pos_variants	entry_type	lexical_frequency	grammatical_frequency	review_priority	backend_issues
za	za	V	hear	hear|hear.II|hundred|REFL|hear.I	hear | hear.II | hundred	bring|hear|hearI|hundred|testify|testimony|word	REFL|bring|hear|hear.I|hear.II|hundred|testify|testimony|word	hear:849|hear.II:428|hundred:205|REFL:69|hear.I:32|testimony:6|word:4|bring:2|testify:1	(zak|kiza|kiza-in|kizak|kizasak|kizasakin|kizazo|za|za-a|za-ah|za-in|zaamsak|zagiat|zagui|zahun|zak|zak-ah|zakha|zakhat|zakhin	1596	67		thu:477|ciang:263|hi:230|mi:139|hong:116|aw:87|kum:86|ding:81|ahi:62|ci:57	01003008|01003010|01005003|01005004|01005005	1	1	1	polysemous_review			8	V:1595|N:1	lexical	1527	69	high	multiple_pos_variants|polysemous_needs_sense_split
hun	hun	N	time	time|day		day|time	day|time	time:1567|day:2	hun|huna|hunah|hunhoih|hunhunin|hunin|hunlang|hunlopi-in|hunpha|hunpi|hunsau|hunsia|hunsiat|hunsung|hunta|huntawpna|hunte|hunte-ah|hunte-in|hunun	1569	21		ding:203|lai:196|hong:183|ciang:167|hi:155|bei:119|om:80|pan:53|ci:48|ni:46	01001014|01002006|01004003|01004026|01005005	0	0	0	clean			2	N:1567|V:2	lexical	1569	0	high	multiple_pos_variants
mahmah	mahmah	N	very	very|very.POSS		very	very|very.POSS	very:1555|very.POSS:2	mahmah|mahmahah|mahmahin|mahmahlam|mahmahna|mahmahte	1557	6		hi:484|lung:95|heh:86|ahih:86|ding:76|thu:71|sa:69|lian:69|hoih:63|mi:56	01001031|01002021|01004005|01007011|01007018	0	0	0	clean		intensifier	1	N:1557	lexical	1557	0	low	
nu	nu	N	woman	woman|female|mother|female.POSS|REFL	woman | female | mother	female|mother|woman	REFL|female|female.POSS|mother|woman	woman:702|female:585|mother:141|female.POSS:107|REFL:2	kinusiat|nu|nu)|nu-in|nuaimang|nuainungin|nuhin|nukik|nulepa|nulin|numei|numei-a|numeinu|nuno|nunung|nunungin|nunungna|nunungte|nupa|nupa-un	1537	29		hi:201|ciang:123|khat:119|pa:102|pasal:88|ama:80|ahi:78|ding:61|hong:57|mi:57	01001027|01002022|01002022|01002024|01003001	1	1	1	polysemous_review			4	N:1537	lexical	1535	2	low	
gal	gal	N	enemy	enemy|soldier|war|number|campaign	enemy | soldier | war	battle|campaign|enemy|far|little|number|soldier|war|warfare	REFL|battle|campaign|enemy|far|little|number|soldier|war|warfare	enemy:837|soldier:278|war:242|number:46|campaign:45|warfare:39|REFL:15|battle:6|little:4|far:3	(gal|gal|gal-a|galah|galbawl|galbawlna|galbawlte|galdaihna|galdal|galdalna|galdalte|galdo|galdo-in|galdona|galdona-ah|galhangte|galhat|galhatna|galhiamte|galin	1515	74		ding:185|hi:148|hong:101|mi:85|ciang:81|pan:76|om:75|uk:63|tung:55|mang:52	01014003|01014011|01014016|01014020|01019020	1	1	1	polysemous_review			10	N:1417|V:98	lexical	1500	15	high	multiple_pos_variants
mun	mun	V	place	place|spot|1SG.GEN|elsewhere		elsewhere|place|rare|spot	1SG.GEN|elsewhere|place|spot	place:1440|spot:6|1SG.GEN:1|elsewhere:1	kamun|mun|munah|munbu|mundai|mundang|mundangah|mundangte|munin|munkip|munmuanhuai|munmuanhuai-ah|munmuanhuaina|munmuanhuaina-ah|munmuanhuaite|munnuamte|munphiah|munsang|munsangte|munsimtham	1448	25		om:161|hi:125|pan:119|lai:118|ding:108|siangtho:101|khat:76|pai:71|hong:65|bia:58	01001009|01002008|01002010|01002012|01002021	0	1	0	clean			4	V:1437|ADJ:11	lexical	1447	1	high	multiple_pos_variants
min	min	N	name	name|fame|raw|REFL|eye		eye|fame|name|raw	REFL|eye|fame|name|name.POSS|raw	name:1346|fame:77|raw:4|REFL:3|eye:3|name.POSS:1	(min|kiminthangsak|kiminthansakna|min|min)|mina|minambup|mindaihuai|mindaihuai-in|mindainate|mindainateng|minin|minkhem|minlian|minliatna|minnei|minno|minpha|minphat|minphatna	1434	38		ama:156|hi:153|ding:127|topa:127|pasian:90|ahi:86|nei:73|ci:70|phuak:67|hong:66	01002011|01002013|01002014|01002019|01002020	0	1	0	clean			5	N:1416|V:18	lexical	1431	3	high	multiple_pos_variants
khin	khin	V	move	IMM|move|REFL|breath|wait	IMM | move | REFL	breath|move|wait	IMM|REFL|breath|move|wait	IMM:895|move:502|REFL:12|breath:4|wait:4	khin|khinin|khinkhia|khinkhia-in|khinkhian|khinkhiat|khinkhiatna|khinmang|khinsim|khinta|khinta!”|khinta-in|khinte|khinzo|khinzo!”|kikhin|kikhinin	1417	17		hi:874|gen:103|ahih:97|pia:85|ding:64|mu:57|za:45|suak:44|bawl:43|si:40	01001029|01001030|01002001|01002002|01003014	1	1	1	polysemous_review			4	V:1417	lexical	1405	12	low	
hoih	hoih	V	good	good|be.good|well		be.good|good|well	be.good|good|well	good:1262|be.good:63|well:5	hoih|hoihah|hoihbawl|hoihbek|hoihbekin|hoihbekzah|hoihin|hoihkan|hoihkhop|hoihkim|hoihlam|hoihlamin|hoihlua|hoihmah|hoihmahin|hoihna|hoihna-ah|hoihna-in|hoihnono|hoihpen	1330	45		hi:204|ding:150|gam:125|thu:105|mahmah:63|hong:58|puan:52|mi:45|loh:45|sak:44	01001004|01001010|01001012|01001016|01001021	0	0	0	clean			3	V:1179|ADV:147|N:4	lexical	1330	0	high	multiple_pos_variants
an	an	N	3PL.POSS	3PL.POSS|3PL|grain|rice|food		bread|breast|corn|food|grain|offering|rice|stone|thorn	3PL|3PL.POSS|PL|bread|breast|corn|food|grain|offering|rice|stone|thorn	3PL.POSS:955|3PL:212|grain:37|rice:35|food:33|corn:28|offering:7|PL:6|bread:6|breast:4	(anlak|an|an-a|an-in|anam|anbuk|ancilna|ancilna-ah|ancilnate|anduh|angawina|anhaihna|anhuan|ankam|ankan|ankante|ankhamin|ankholna|ankuang|ankung	1329	61		ne:277|ding:187|bia:153|hi:80|pia:76|ciang:65|tang:48|ahi:47|khat:45|mi:43	01001029|01001030|01003017|01003019|01004012	0	1	0	clean			12	N:1328|V:1	unresolved	156	1173	high	multiple_pos_variants
sa	sa	N	flesh	flesh|meat|REFL|animal|hunt		animal|blood|flesh|hunt|meat|roar|six|skin	2SG.POSS|INTENS|REFL|animal|blood|flesh|flesh.POSS|hunt|meat|roar|six|skin	flesh:1010|meat:161|REFL:83|animal:22|hunt:6|blood:5|skin:3|six:2|INTENS:1|2SG.POSS:1	kisa|kisa-in|kisanek|kisathei|kisathei-in|kisatheikha|kisatheite|kisazaw|nasa|sa|sa-a|sa-iik|sa-iikte|sa-in|sabawh|sabeel|sabeng|sabengpa|sabengte|sabet	1296	64		hi:219|ding:158|nilh:106|ne:83|mahmah:69|hong:63|bia:59|lam:53|bawl:49|om:48	01001031|01002021|01002023|01003016|01003021	0	1	0	clean			10	N:1291|ADV:3|V:2	lexical	1212	84	high	multiple_pos_variants
zui	zui	V	follow	follow|REFL|follow.II|turn|keep	follow | REFL | follow.II	follow|followI|keep|turn	REFL|follow|follow.II|keep|turn	follow:902|REFL:307|follow.II:71|turn:4|keep:3	kizui|kizui-a|kizui-in|kizuih|kizuihna|kizuizaw|zui|zui-a|zui-in|zuih|zuihbeh|zuihin|zuihlah|zuihlahna|zuihlam|zuihna|zuihna-ah|zuihnop|zuihpah|zuihpih	1287	37		thu:274|hi:205|ding:186|hong:147|mi:98|nung:50|thupiak:39|lam:38|gamtat:38|kip:37	01010032|01012004|01017009|01017010|01018016	0	1	1	mixed_lex_gram			5	V:1285|N:2	unresolved	980	307	high	multiple_pos_variants
van	van	N	sky	sky|angel|heavens|heaven|go.and		angel|burden|heaven|heavens|pillar|sky|spirit|world	angel|burden|go.and|heaven|heavens|pillar|sky|spirit|world	sky:909|angel:238|heavens:41|heaven:39|go.and:20|pillar:5|burden:3|spirit:2|world:1	van|vana|vanah|vandak|vanin|vankah|vankahna|vankahte|vankahthei|vankemte|vankhai|vankhaina|vankhaina-a|vankhainate|vankim|vankoihna|vankoihna-a|vankoihna-ah|vankoihnate|vankoihnate-ah	1258	41		pan:157|mi:127|hi:94|topa:84|lei:76|ciang:76|om:69|ding:67|pasian:60|khat:58	01001001|01001006|01001006|01001007|01001007	0	0	0	clean			8	N:1256|V:2	lexical	1258	0	high	multiple_pos_variants
kha	kha	N	spirit	NEG.PERF|spirit|one|face|jaw		spirit	NEG.PERF|REFL|chin|drive|face|fear|jaw|month|new.moon|one|ornament|send|spirit|spirit.POSS	NEG.PERF:1068|spirit:125|one:14|face:6|jaw:5|spirit.POSS:5|send:4|month:3|ornament:3|chin:3	(kha|kha|kha-ah|kha-in|kha-phak|khade|khagawp|khaguh|khaguh-ah|khakhia|khakunkun|khalik|khalin|khamul|khankhiatsak|khapa|khaphial|khaphung|khasak|khasia	1241	37		siangtho:260|ding:239|hi:142|ni:75|pasian:66|hong:61|khat:54|thu:46|ahi:45|tung:43	01001002|01001021|01003011|01006003|01007011	0	1	1	polysemous_review		spirit/month (polysemous)	3	N:1233|V:7|DET:1	mixed	1227	1070	high	mixed_lex_gram_needs_split|multiple_pos_variants
suak	suak	V	wither	wither|become|REFL	wither | become | REFL	become|wither	REFL|become|wither	wither:615|become:566|REFL:3	kisuak|kisuaksak|kisuaktasak|suak|suak,”|suakah|suakcilte|suakgawp|suakin|suakkha|suakkhawm|suakkhia|suakkhiasak|suakkhin|suakkik|suaklua|suakmangkhin|suakmawk|suakna|suaknuam	1184	45		ding:349|hi:307|hong:122|mi:110|pan:82|gam:46|khat:44|khin:44|ahi:35|kumpi:31	01002007|01002021|01003019|01004018|01006020	1	1	1	polysemous_review			3	V:1181|N:1|DET:1|ADV:1	lexical	1181	3	high	multiple_pos_variants
siam	siam	N	priest	priest|priests|skilled|skill|be.skilled	priest | priests | skilled	be.skilled|create|make|priest|priests|skill|skilled|weave	REFL|be.skilled|create|make|priest|priests|skill|skilled|weave	priest:658|priests:280|skilled:143|skill:77|be.skilled:9|weave:7|make:5|create:2|REFL:2	(siampipa|kisiamaisa|kisiamaisate|siam|siam-a|siamaimang|siamang|siamangsak|siambu|siamgante|siamgat|siamin|siamlawngpi|siamna|siamnate|siamneelte|siampa|siampi|siampi-in|siampipa	1183	28		lian:165|hi:118|mi:107|ding:95|ciang:87|thu:64|ta:56|Levi:53|tung:48|nasep:40	01014018|01021020|01025027|01041033|01041039	1	1	1	polysemous_review			9	N:944|V:239	lexical	1181	2	high	multiple_pos_variants
siangtho	siangtho	N	holy	holy|holy.POSS|REFL		holy	REFL|holy|holy.POSS	holy:1116|holy.POSS:33|REFL:12	kisiangthosak|siangtho|siangtho,”|siangtho-a|siangtho-ah|siangtho-in|siangthopa|siangthopen|siangthosak|siangthosakpa|siangthota|siangthote|siangthozaw|siangthozo|sianthona|sianthosakna	1161	16		kha:260|lai:170|hi:107|mun:101|mi:89|ding:88|hong:79|bia:47|tung:46|pa:45	01002003|01007002|01007008|01008020|01008020	0	1	0	clean			2	N:1109|V:52	lexical	1149	12	high	multiple_pos_variants
ne	ne	V	eat	eat|eat.II|REFL|sojourn|press	eat | eat.II | REFL	cloud|eat|eatI|lean|locust|press|small|sojourn	REFL|cloud|eat|eat.II|lean|locust|press|small|sojourn	eat:801|eat.II:296|REFL:33|sojourn:17|press:5|cloud:3|small:3|locust:2|lean:1	kine|kinehlua|kinek|kinelsak|ne|ne-a|ne-in|neel|neh|nehcih|nehcihlam|nehcip|nehcipgawp|nehin|nehkawmin|nehphei|nehpiksan|nehta|nehthawh|nek	1161	71		ding:387|an:277|hi:140|thei:93|sa:83|mi:58|hong:46|tui:37|ahi:36|ciang:34	01002009|01002016|01002017|01002017|01003001	1	1	1	polysemous_review			9	V:1132|ADV:28|DET:1	lexical	1128	33	high	multiple_pos_variants
ngah	ngah	V	get	get|REFL|place|return|acquire		acquire|get|place|receive|return	REFL|acquire|get|place|receive|return	get:1124|REFL:3|place:3|return:2|acquire:2|receive:1	kingahkik|kingahsak|kingahzo|ngah|ngahbeh|ngahbuang|ngahin|ngahkhak|ngahkhawm|ngahkhin|ngahkhit|ngahkhop|ngahkik|ngahkikin|ngahkikna|ngahkim|ngahlah|ngahlai|ngahlawh|ngahmun	1135	50		ding:334|thu:191|hi:188|hen:64|gim:61|mi:61|hot:54|thei:52|ahi:48|pan:42	01003014|01003017|01004001|01009025|01012002	0	1	0	clean			6	V:1132|N:3	lexical	1132	3	high	multiple_pos_variants
mawh	mawh	V	err	err|sin|guilty|cause.sin|REFL		err|guilt|guilty|sin	REFL|cause.sin|err|guilt|guilty|sin	err:869|sin:194|guilty:41|cause.sin:16|REFL:11|guilt:2	kimawhsak|kimawhsakin|kimawhsakna|kimawhsaknate|mawh|mawhbaang|mawhin|mawhkha|mawhmai|mawhmaina|mawhmaisak|mawhmaisakna|mawhmat|mawhna|mawhna-ah|mawhnasa|mawhnate|mawhnateng|mawhneite|mawhnopna	1133	39		hi:124|hong:101|hang:98|ding:86|mi:85|bawl:77|mai:74|thu:72|tung:59|hanga:44	01004007|01004007|01006003|01015016|01018020	0	1	0	clean			5	V:1132|N:1	lexical	1122	11	high	multiple_pos_variants
khut	khut	N	hand	hand|craft		craft|hand	craft|hand	hand:1112|craft:18	khut|khuta|khutah|khutcinte|khutdawh|khutdawhin|khutdim|khuthawm|khutin|khutkhai|khutkuak|khutlekhe|khutlekhezaw|khutlet|khutlum|khutlumin|khutme|khutme-ah|khutmeno|khutnuai	1130	31		hong:124|tung:100|pia:97|mi:79|hi:77|zan:72|ama:71|taklam:55|ding:52|om:47	01008009|01009002|01014004|01014020|01016006	0	0	0	clean			2	N:1120|V:8|ADV:2	lexical	1130	0	high	multiple_pos_variants
kum	kum	N	year	year|REFL|bow|year~REDUP|cloud		bow|cloud|robe|year	REFL|bow|cloud|robe|year|year~REDUP	year:1061|REFL:35|bow:18|year~REDUP:8|cloud:4|robe:3	(kum|kikum|kikumkum|kikumpah|kum|kum)|kum-a|kumin|kumkhia|kumkik|kumkumin|kumminte|kumsim|kumsimin|kumsuk|kumsukin|kumte|“kum	1129	18		khat:170|sagih:98|uk:92|pha:91|hi:88|za:86|nga:64|ciang:61|pan:59|ding:54	01001014|01005003|01005003|01005004|01005005	0	1	0	clean			5	N:1125|V:4	lexical	1094	35	high	multiple_pos_variants
si	si	N	die	die|blood|REFL|skin|be		be|blood|die|skin	REFL|be|blood|die|skin	die:1072|blood:27|REFL:5|skin:5|be:3	kisi|kisisak|si|si-in|sialin|siankik|siantheih|sibup|sibupin|sidaangsak|sidek|sigalna|siin|siitsak|sikhawm|silenai|sileng|silesa|siluang|siluanghawmte	1112	41		ding:288|hi:242|mi:83|ciang:82|khin:40|gal:39|hang:35|ta:32|hong:32|om:27	01002017|01003003|01003004|01005005|01005008	0	1	0	clean			5	N:1066|V:45|ADV:1	lexical	1107	5	high	multiple_pos_variants
teng	teng	V	remain	remain|dwell|REFL|establish|2SG		dwell|establish|remain	2SG|REFL|dwell|establish|remain	remain:875|dwell:199|REFL:29|establish:3|2SG:1	kiteng|kitengkhia|kitengsak|nateng|teng|tenga|tengah|tengbek|tengin|tengkeek|tengkha|tengkhawm|tengkhawmin|tengkhia|tengkik|tengkikin|tenglai|tengpa|tengsak|tengsakin	1107	27		mi:259|hi:175|gam:154|ding:145|khua:109|tung:49|hong:45|om:41|lak:34|mun:33	01001002|01004016|01004020|01008022|01009027	0	1	0	clean			5	V:1107	lexical	1077	30	low	
uk	uk	V	rule	rule|REFL|cover		cover|rule	REFL|cover|rule	rule:1081|REFL:25|cover:1	(uk|ki-uk|ki-ukin|ki-uksak|ki-uktawm|ki-ukzawh|ki-ukzawhna|ki-ukzo|uk|ukcip|ukcipsak|ukgawp|ukin|ukkha|ukkhawm|ukkhial|ukkik|uklah|uklam|ukpa	1107	35		hi:242|ding:231|gam:180|mi:103|kum:92|ta:66|kumpi:65|hong:64|gal:63|tung:56	01001016|01001016|01001016|01003016|01004007	0	1	0	clean			3	V:1096|N:8|DET:3	lexical	1082	25	high	multiple_pos_variants
mite	mite	N	person	person|MITE		person	MITE|person	person:1067|MITE:29	mite|mite,”|“mite	1096	3		hi:107|pasian:94|thu:88|gam:82|topa:80|tung:68|ciang:53|kumpi:50|ding:47|lak:46	01006002|01010005|01010014|01010014|01010018	0	0	0	clean			2	N:1096	lexical	1096	0	low	
pawl	pawl	N	some	some|group|fellowship|REFL|group~group	some | group | fellowship	ally|fellowship|group|some	REFL|ally|fellowship|group|group~group|some	some:515|group:352|fellowship:162|REFL:41|group~group:15|ally:2	kipawl|kipawlbawl|kipawlin|kipawlkha|kipawlkhawm|kipawlkhawmna|kipawlkhin|kipawlna|kipawlpih|kipawlpihte|kipawlsa|kipawlsak|kipawlte|kipawlthei|pawl|pawlbawl|pawlcing|pawldang|pawlin|pawlkhat	1087	33		mi:324|hi:138|pasian:85|hong:64|om:63|ding:53|thei:50|ahi:44|thu:41|ciang:34	01014003|01014005|01014008|01014010|01014013	1	1	1	polysemous_review			5	N:1084|V:3	lexical	1046	41	high	multiple_pos_variants
puan	puan	N	cloth	cloth|door|outer|robe|garment.hem		cloth|door|outer|robe	cloth|door|garment.hem|outer|robe	cloth:1067|door:11|outer:2|robe:1|garment.hem:1	kongpuankhai|puan|puan-ak|puan-in|puanak|puanakte|puanban|puanbek|puanbuk|puanbuk-a|puanbukah|puanbukte|puanhampi|puanhoih|puankang|puankhai|puankhau|puanlom|puanlomte|puanlum	1082	53		silh:149|ding:90|hi:71|tung:59|ciang:55|hoih:52|khat:49|bal:41|bawl:35|om:34	01003007|01003021|01004020|01009021|01009023	0	0	0	clean			4	N:1060|V:22	lexical	1082	0	high	multiple_pos_variants
nasem	nasem	N	servant	servant		servant	servant	servant:1077	nasem|nasemin|nasemkhawm|nasemnu|nasemnute|nasempa|nasempa,”|nasempa-a|nasempate|nasemte|“nasem|“nasempa	1077	12		hi:140|ama:99|tung:90|ciang:83|ding:83|topa:69|hong:64|mi:55|ci:48|nu:45	01012016|01012016|01014015|01018007|01019019	0	0	0	clean			1	N:1077	lexical	1077	0	low	
heh	heh	N	anger	anger|favor|grace|angry|REFL	anger | favor | grace	anger|angry|compassion|favor|fury|grace|patience|pity	REFL|anger|angry|compassion|favor|fury|grace|patience|pity	anger:613|favor:238|grace:153|angry:31|REFL:9|patience:7|fury:3|compassion:3|pity:2	heh|hehbaih|hehgawp|hehhak|hehhuai|hehin|hehkik|hehlua|hehlua-in|hehluat|hehluatna|hehna|hehna-in|hehnateng|hehnemte|hehnemzaw|hehnep|hehnepna|hehnepnate|hehpih	1059	43		hong:222|tung:151|hi:118|topa:110|ding:96|mahmah:86|pasian:79|hang:62|thu:50|ama:50	01004005|01004006|01018030|01018032|01019016	1	1	1	polysemous_review			9	N:1009|V:49|DET:1	lexical	1050	9	high	multiple_pos_variants
ngai	ngai	V	listen	listen.I|think|love|think.II|REFL	listen.I | think | love	hear|listen|love|think|thinkI	REFL|hear|listen.I|love|think|think.II	listen.I:517|think:401|love:93|think.II:21|REFL:20|hear:3	(ngai|kingai|kingaih|kingaihna|kingaihsut|nga-in|ngai|ngai-in|ngaih|ngaihbaang|ngaihbaangin|ngaihhuai|ngaihin|ngaihkhak|ngaihlua|ngaihmuang|ngaihna|ngaihno|ngaihnop|ngaihnop-huai	1055	44		thu:300|hong:191|hi:163|ding:130|aw:60|lung:42|ci:40|nei:40|lim:35|mi:35	01004023|01004023|01006005|01008021|01018010	1	1	1	polysemous_review			6	V:1049|N:5|ADV:1	lexical	1035	20	high	multiple_pos_variants
David	David	PROP	David	DAVID|DAVID.POSS			DAVID|DAVID.POSS	DAVID:835|DAVID.POSS:217	david	1052	1		ciang:228|hi:65|pa:59|kumpi:59|nasem:38|ding:35|hang:34|mi:21|pan:20|ta:19	08004017|08004022|09016012|09016013|09016019	0	0	0	clean			1	PROP:1052	lexical	1052	0	low	
va	va	V	go.and	go.and|bird|go		bird|go|go.and	bird|go|go.and	go.and:918|bird:23|go:2	va|va-ak|va-aknote|va-akte|vaanin|vaanna|vaansa|vaante|vakhuno|vasa-kalaoh|vasa-kalaohte|vasate|vatak-um|vazonei|“va	943	15		pai:228|ci:86|gen:83|hi:80|ding:60|thu:46|mi:35|khua:35|tung:30|om:26	01001020|01001022|01001026|01001030|01002020	0	0	0	clean			3	V:942|ADV:1	lexical	943	0	medium	multiple_pos_variants
sang	sang	N	high	high|REFL|step|lift|high.wall		high|lift|step	REFL|high|high.wall|lift|step	high:904|REFL:17|step:6|lift:3|high.wall:2	kisang|kisang,”|kisangsakte|kisangtawi|sang|sang-in|sanga|sangah|sangaipi|sangak|sangin|sangkha|sangkhai|sangkhia|sangkil|sangkoih|sanglua|sangna|sangna-ah|sangnaupang	932	47		hi:89|ding:75|hong:58|thu:54|mi:53|lianzaw:52|dang:40|mun:38|hoih:37|mual:36	01002007|01003001|01003014|01004007|01007017	0	1	0	clean			4	N:914|V:18	lexical	915	17	medium	multiple_pos_variants
dang	dang	N	other	other|3SG|3SG.POSS|thirst|other.POSS	other | 3SG | 3SG.POSS	other|thirst	2SG.POSS|3SG|3SG.POSS|REFL|other|other.POSS|thirst	other:750|3SG:135|3SG.POSS:33|thirst:5|other.POSS:2|2SG.POSS:1|REFL:1	(adang|adang|adangdangte|adangte|adangteng|dang|dangah|dangate|dangdangin|dangdangte|dangka|dangtak|dangtakin|dangtakna|dangtakna-ah|dangtawng|dangte|dangte-a|dangte-ah|dangteng	927	22		khat:176|mi:160|om:91|pasian:74|hi:59|sang:40|nei:35|hong:34|ding:32|gam:29	01003001|01004019|01005004|01005007|01005010	0	1	1	mixed_lex_gram			6	N:884|ADV:43	unresolved	757	170	medium	multiple_pos_variants
koih	koih	V	put	put|REFL|set|place		place|put|set	REFL|place|put|set	put:742|REFL:92|set:43|place:13	kikoih|kikoihcing|kikoihdak|kikoihin|kikoihkhia|kikoihkhiat|kikoihkhong|kikoihkik|kikoihna|kikoihsa|kikoihsak|kikoihsuk|koih|koihcing|koihcip|koihdakna|koihin|koihkhawm|koihkhia|koihkhia-in	890	41		hi:276|ding:218|hong:91|tung:49|mi:45|khat:43|mai:31|kumpi:31|khin:24|ci:24	01001016|01002008|01002015|01003024|01004015	0	1	0	clean			4	V:889|ADV:1	unresolved	798	92	medium	multiple_pos_variants
thuak	thuak	V	suffer	suffer|afflict|REFL|endure		afflict|endure|suffer	REFL|afflict|endure|suffer	suffer:861|afflict:6|REFL:6|endure:3	kithuaksak|kithuaksakin|thuak|thuak!”|thuakhak|thuakin|thuakkha|thuakkhak|thuakkhawm|thuakkhin|thuakkik|thuaklahin|thuaklawh|thuakma-in|thuakna|thuakna-ah|thuaknasa|thuaknate|thuakngap|thuaknuam	876	32		ding:316|gim:186|hi:139|thu:55|mi:44|hong:41|sih:39|ciang:33|hang:30|lung:30	01004013|01012017|01016011|01027013|01029032	0	1	0	clean			4	V:874|DET:1|N:1	lexical	870	6	medium	multiple_pos_variants
mual	mual	N	mountain	mountain|hill|see|grave		grave|hill|mountain|see	grave|hill|mountain|see	mountain:797|hill:71|see:5|grave:2	mual|mual-ah|muala|mualah|mualbo|mualbo-ah|mualciang|mualdawn|mualh|mualin|mualkhin|mualkolh|mualkuam|mualleguamte|mualliante|mualmang|mualneu|mualpang|mualpangah|mualpi	875	33		gam:144|tung:105|pan:83|hi:70|dawn:64|om:62|ding:49|lian:48|ciang:42|pai:38	01007019|01007020|01008004|01008005|01010030	0	0	0	clean			4	N:872|V:1|CONJ:1|AUX:1	lexical	875	0	medium	multiple_pos_variants
Moses	Moses	PROP	Moses	MOSES|MOSES.POSS			MOSES|MOSES.POSS	MOSES:796|MOSES.POSS:70	moses	866	1		topa:238|ciang:102|nasem:40|hi:30|hang:22|mi:18|ding:17|pan:13|tung:11|pasian:10	02002010|02002011|02002014|02002015|02002015	0	0	0	clean			1	PROP:866	lexical	866	0	low	
gim	gim	N	suffer	suffer|suffering|toil|heavy|labor	suffer | suffering | toil	cause|difficulty|heavy|labor|pain|savour|sorrow|suffer|suffering|toil|trouble|vex	REFL|difficulty|heavy|labor|pain|savour|sorrow|suffer|suffering|toil|trouble|vex	suffer:424|suffering:366|toil:31|heavy:14|labor:4|REFL:4|trouble:3|sorrow:2|vex:2|difficulty:2	gim|gimbawlin|gimhun|gimin|gimlawh|gimlawhkhak|gimlua|gimna|gimna-ah|gimnam|gimnamte|gimnate|gimnate-ah|gimpi|gimpi-a|gimpi-in|gimpiakna|gimpiakna-in|gimpih|gimsakgawp	855	28		pia:198|thuak:186|hong:72|hi:69|tung:68|mi:67|ngah:61|ding:59|hang:56|nam:47	01003016|01003017|01004013|01005029|01008021	1	1	1	polysemous_review			12	N:855	lexical	851	4	low	
sawl	sawl	V	send	send|REFL|leaf|cast|spy		arm|cast|leaf|send|spy	REFL|arm|cast|leaf|send|spy	send:807|REFL:27|leaf:4|cast:3|spy:2|arm:2	kisawl|kisawlpa|kisawlsawn|kisawlteng|kisawlzo|sawl|sawlbawk|sawlbuk|sawlin|sawlkawm|sawlkhop|sawlkik|sawlkikin|sawllam|sawlna|sawlnate|sawlnop|sawlpah|sawlpang|sawlpangte	845	32		hong:277|hi:211|mi:119|ding:113|kamtai:52|thu:45|pa:44|khat:32|ci:31|topa:28	01019013|01019015|01020002|01021015|01024007	0	1	0	clean			6	V:845	lexical	818	27	low	
sim	sim	N	count	count|REFL|read|deceive|examine		count|deceive|examine|read	REFL|count|deceive|examine|read	count:756|REFL:63|read:22|deceive:2|examine:1	kisim|kisimmawhna|kisimna|kisimna-in|kisimte|sim|sima|simah|simang|simbu|simbung|simgawp|simin|simkha|simkhawm|simkhia|simkhiat|simkhit|simkik|simkikin	844	51		ding:223|hi:122|mi:105|hong:76|khua:63|gam:50|thu:36|lai:35|ciang:35|ci:30	01013016|01013016|01014002|01015005|01015005	0	1	0	clean			5	N:807|V:20|DET:17	lexical	781	63	medium	multiple_pos_variants
leeng	leeng	N	chariot	chariot|grape.juice|grape|eagle|yoke	chariot | grape.juice | grape	bird|chariot|corn|eagle|grape|grapevine|raisin|vine|yoke	bird|chariot|corn|eagle|grape|grape.juice|grapevine|great.vine|raisin|vine|yoke	chariot:333|grape.juice:240|grape:239|eagle:4|yoke:3|corn:3|bird:3|vine:2|great.vine:1|raisin:1	leeng|leeng-ah|leenggah|leenggahkeu|leenggahphehkeu|leenggahtui|leenggahzu|leenggahzu-hau|leenggahzute|leenggui|leenggui-ah|leengguino|leengguipi|leengguite|leengguiteng|leenghawl|leengin|leengkai|leengkhia|leengmang	830	32		hi:88|ding:71|sakol:59|an:41|hong:41|pan:41|bia:40|ciang:39|khat:33|ahi:31	01001020|01008007|01009020|01009021|01014018	1	0	1	polysemous_review			9	N:817|V:13	lexical	830	0	medium	multiple_pos_variants
