sense_id	lemma	sense_num	pos	gloss	frequency	is_primary	is_grammatical	inflected_forms	example_verses	notes
nung.2	nung	2	V	live	223	0	0			
nung.3	nung	3	V	later	147	0	0	nung	01009023	
nung.4	nung	4	V	back	15	0	0			
nung.5	nung	5	V	behind	7	0	0			
nung.6	nung	6	FUNC	REFL	6	0	1			
nung.7	nung	7	V	disciple	1	0	0			
hon.1	hon	1	V	flock	366	1	0	hon	01001020|01007021|01007021	
hon.2	hon	2	V	come	344	0	0	hon	01037021|01047025	
hon.3	hon	3	FUNC	REFL	12	0	1			
hon.4	hon	4	V	open	5	0	0			
hon.5	hon	5	V	count	3	0	0			
hon.6	hon	6	V	multitude	1	0	0			
hen.1	hen	1	V	tie	705	1	0	hen	01001003|01001006|01001006	
hen.2	hen	2	FUNC	REFL	15	0	1			
hen.3	hen	3	V	condemn	2	0	0			
hen.4	hen	4	V	that	2	0	0			
hen.5	hen	5	V	appear	1	0	0			
hen.6	hen	6	V	bind	1	0	0			
hen.7	hen	7	V	handful	1	0	0			
nuam.1	nuam	1	V	want	585	1	0	nuam	01004007|01015015|01021011	
nuam.2	nuam	2	V	pleased	93	0	0	nuam	01004007|01021006|01021006	
nuam.3	nuam	3	V	pleasant	24	0	0			
nuam.4	nuam	4	V	peace	5	0	0			
nuam.5	nuam	5	V	envy	5	0	0			
nuam.6	nuam	6	FUNC	REFL	3	0	1			
nuam.7	nuam	7	V	happy	2	0	0			
nuntak.1	nuntak	1	V	live	711	1	0	nuntak	01001021|01001024|01001030	
tun.1	tun	1	V	arrive	671	1	0	tun	01007006|01008011|01009011	
tun.2	tun	2	FUNC	REFL	14	0	1			
tun.3	tun	3	V	enter	3	0	0			
tun.4	tun	4	V	come	3	0	0			
tun.5	tun	5	V	store	2	0	0			
tun.6	tun	6	V	hornet	2	0	0			
tun.7	tun	7	V	cover	2	0	0			
tun.8	tun	8	V	present	2	0	0			
tun.9	tun	9	V	now	1	0	0			
it.1	it	1	V	love	669	1	0	it	01022002|01023006|01024012	
it.2	it	2	FUNC	REFL	31	0	1			
hilh.1	hilh	1	V	tell	481	1	0	hilh	01018019|01032017|02004012	
hilh.2	hilh	2	V	teach	165	0	0	hilh	01032004|01043003|02019021	
hilh.3	hilh	3	FUNC	REFL	37	0	1	ki	02021029|02024012|03004023	
hilh.4	hilh	4	V	set	4	0	0	hilh	05004008	
Egypt.1	Egypt	1	PROP	?	680	1	0	Egypt	01010006|01010013|01012011	
kham.1	kham	1	V	gold	531	1	0	kham	01002011|01009021|01013002	
kham.2	kham	2	V	forbid	102	0	0	kham	01002012	
kham.3	kham	3	FUNC	REFL	17	0	1	ki	01043009|01044032	
kham.4	kham	4	V	remain	4	0	0			
kham.5	kham	5	V	dwell	4	0	0			
kham.6	kham	6	V	withhold	3	0	0			
kham.7	kham	7	V	cry	3	0	0			
kham.8	kham	8	V	fill	3	0	0			
kham.9	kham	9	V	jaw	2	0	0			
sih.1	sih	1	V	die	330	1	0	sih	01011028|01020007|01021016	
sih.2	sih	2	V	blood	317	0	0	sih	01009005|01027041|01042022	
sih.3	sih	3	V	pass	6	0	0			
sih.4	sih	4	V	mourn	3	0	0			
sih.5	sih	5	V	death	1	0	0			
kip.1	kip	1	V	firm	524	1	0	kip	01006018|01009010|01009011	
kip.2	kip	2	V	edge	97	0	0			
kip.3	kip	3	FUNC	REFL	18	0	1			
kip.4	kip	4	V	confirm	6	0	0			
kip.5	kip	5	V	diligent	5	0	0			
kip.6	kip	6	V	endure	1	0	0			
sum.1	sum	1	N	extinguish	260	1	0	sum	01017012|01017013|01017023	
sum.2	sum	2	N	money	197	0	0	sum	01023016|01037028|01042035	
sum.3	sum	3	N	brass	152	0	0	sum	01004022	
sum.4	sum	4	N	silver	10	0	0			
sum.5	sum	5	FUNC	REFL	6	0	1			
sum.6	sum	6	N	business	6	0	0			
sum.7	sum	7	N	lamp	3	0	0			
sum.8	sum	8	N	gold	2	0	0			
tapa.1	tapa	1	N	son	622	1	0	tapa|tapa'	01004017|01006018|01007007	
Jerusalem.1	Jerusalem	1	PROP	?	622	1	0	Jerusalem	01014018|06010001|06010003	
zi.1	zi	1	N	wife	613	1	0	zi|zi'	01002024|01002025|01003008	
zi.2	zi	2	N	shadow	6	0	0			
ciah.1	ciah	1	V	return	598	1	0	ciah	01003019|01008009|01008011	
ciah.2	ciah	2	V	go	12	0	0	ciah	01024059	
ciah.3	ciah	3	FUNC	REFL	5	0	1			
nasep.1	nasep	1	V	work	614	1	0	nasep	01002002|01002002|01002003	
lim.1	lim	1	N	sign	592	1	0	lim	01001026|01001027|01001027	
lim.2	lim	2	N	image	11	0	0			
lim.3	lim	3	N	beauty	5	0	0			
lim.4	lim	4	N	form	2	0	0	lim	01001002	
lim.5	lim	5	N	crystal	1	0	0			
lim.6	lim	6	FUNC	REFL	1	0	1			
zah.1	zah	1	V	fear	544	1	0	zah	01004015|01004024|01004024	
zah.2	zah	2	V	despise	25	0	0			
zah.3	zah	3	V	respect	11	0	0			
zah.4	zah	4	V	ashamed	9	0	0			
zah.5	zah	5	V	gather	8	0	0			
zah.6	zah	6	V	enough	4	0	0			
zah.7	zah	7	V	wag	3	0	0			
ciam.1	ciam	1	V	promise	281	1	0	ciam	01015006|01018019|01019014	
ciam.2	ciam	2	V	covenant	181	0	0	ki	01014022|01021023|01021024	
ciam.3	ciam	3	FUNC	REFL	97	0	1	ki	01026027|01026031	
ciam.4	ciam	4	V	circumcision	37	0	0			
ciam.5	ciam	5	V	vow	3	0	0			
ciam.6	ciam	6	V	mock	3	0	0			
ciam.7	ciam	7	V	deceive	2	0	0			
tang.1	tang	1	V	take.hold	220	1	0	tang	01004025|01022013|01036033	
tang.2	tang	2	V	embed	168	0	0	tang	01001011|01001011|01001012	
tang.3	tang	3	V	generation	109	0	0	tang	01002004|01006009|01037002	
tang.4	tang	4	V	arrive	23	0	0			
tang.5	tang	5	FUNC	REFL	20	0	1			
tang.6	tang	6	V	ancient	18	0	0			
tang.7	tang	7	V	reach	15	0	0			
tang.8	tang	8	V	hold	8	0	0			
tang.9	tang	9	V	give	7	0	0			
tang.10	tang	10	V	dwell	4	0	0			
tang.11	tang	11	V	bare	3	0	0			
tang.12	tang	12	V	rise	3	0	0			
tang.13	tang	13	V	entangle	2	0	0			
tang.14	tang	14	V	span	1	0	0			
tang.15	tang	15	V	single	1	0	0			
tai.1	tai	1	V	check	267	1	0	tai	01014010|01014010|01018002	
tai.2	tai	2	V	rebuke	203	0	0	tai	01016006|01016008|01019017	
tai.3	tai	3	V	flee	78	0	0	tai	01018007|01024020|01024028	
tai.4	tai	4	V	stay	21	0	0			
tai.5	tai	5	V	cut	9	0	0			
tai.6	tai	6	V	correct	5	0	0			
tai.7	tai	7	FUNC	REFL	4	0	1			
tai.8	tai	8	V	cross	3	0	0			
tai.9	tai	9	V	hold	3	0	0			
pha.1	pha	1	V	branch	491	1	0	pha	01001021|01001022|01001022	
pha.2	pha	2	FUNC	REFL	38	0	1			
pha.3	pha	3	V	reach	28	0	0	pha	01013016	
pha.4	pha	4	V	good	22	0	0			
pha.5	pha	5	V	covetous	3	0	0			
pha.6	pha	6	V	year	2	0	0			
um.1	um	1	V	believe	550	1	0	um	01045026|02004001|02004008	
um.2	um	2	FUNC	REFL	20	0	1	ki	04013028|05001028|05003005	
um.3	um	3	V	be	14	0	0			
suan.1	suan	1	V	offspring	321	1	0	suan	01036015|01036016|01036017	
suan.2	suan	2	V	plant	213	0	0	suan	01021014|01021033|01022006	
suan.3	suan	3	FUNC	REFL	26	0	1	ki	01020006	
suan.4	suan	4	V	succession	21	0	0			
suan.5	suan	5	V	descendant	2	0	0			
Khrih.1	Khrih	1	PROP	?	577	1	0	Khrih	40001016|40001017|40001018	
mei.1	mei	1	N	fire	506	1	0	mei	01002006|01015017|01022006	
mei.2	mei	2	N	lamplight	54	0	0	mei	01015017	
mei.3	mei	3	N	cloud	11	0	0			
mei.4	mei	4	N	widow	2	0	0			
su.1	su	1	FUNC	CAUS	296	1	1	su	01006013|01006017|01008021	
su.2	su	2	N	touch	113	0	0	su	01026011	
su.3	su	3	FUNC	REFL	77	0	1			
su.4	su	4	N	tear	31	0	0	su	01022012	
su.5	su	5	N	money	17	0	0			
su.6	su	6	N	break	11	0	0			
su.7	su	7	N	destroy	7	0	0			
su.8	su	8	N	crush	7	0	0			
su.9	su	9	N	strength	3	0	0			
su.10	su	10	N	enemy	3	0	0			
su.11	su	11	N	leap	3	0	0			
su.12	su	12	N	push	3	0	0			
su.13	su	13	N	bruise	2	0	0	su	01003015|01003015	
dawng.1	dawng	1	V	receive	554	1	0	dawng	01018007|01018029|01018030	
dawng.2	dawng	2	FUNC	REFL	8	0	1			
tha.1	tha	1	N	strong	292	1	0	tha	01006004|01018003|01018016	
tha.2	tha	2	N	strength	209	0	0	tha	01031006|01032032|01032032	
tha.3	tha	3	N	spirit	36	0	0			
tha.4	tha	4	N	breath	6	0	0	tha	01030026	
tha.5	tha	5	FUNC	REFL	6	0	1			
tha.6	tha	6	N	labor	3	0	0			
tha.7	tha	7	N	lively	2	0	0	tha	02001019	
tha.8	tha	8	N	pierce	2	0	0			
tha.9	tha	9	N	flee	2	0	0			
tha.10	tha	10	N	slay	1	0	0			
khang.1	khang	1	N	generation	511	1	0	khang	01004023|01006009|01007001	
khang.2	khang	2	N	youth	23	0	0			
khang.3	khang	3	N	grow	13	0	0			
khang.4	khang	4	N	ancestor	5	0	0			
khang.5	khang	5	N	prevail	4	0	0	khang	01007018	
khang.6	khang	6	N	age	2	0	0	khang	01025008	
thuciam.1	thuciam	1	N	promise	556	1	0	thuciam	01006018|01009010|01009011	
sagih.1	sagih	1	N	seven	554	1	0	sagih	01002002|01002002|01002003	
khen.1	khen	1	V	divide	449	1	0	khen	01001004|01001007|01001014	
khen.2	khen	2	FUNC	REFL	83	0	1	ki	01001006|01010025|01013011	
khen.3	khen	3	V	judge	6	0	0			
khen.4	khen	4	V	condemn	4	0	0			
khen.5	khen	5	V	separate	3	0	0			
khen.6	khen	6	V	nail	3	0	0			
phat.1	phat	1	V	worthy	280	1	0	phat	01012015|01024048|01029035	
phat.2	phat	2	V	praise	248	0	0	phat	02015001|03019024|04023021	
phat.3	phat	3	FUNC	REFL	20	0	1			
ngaihsun.1	ngaihsun	1	V	think	461	1	0	ngaihsun	01020010|01020011|01025034	
ngaihsun.2	ngaihsun	2	FUNC	REFL	86	0	1	ki	01048011	
sep.1	sep	1	V	work	524	1	0	sep	01003019|01011006|01011006	
sep.2	sep	2	FUNC	REFL	10	0	1			
sep.3	sep	3	V	do	7	0	0			
beh.1	beh	1	N	tribe	520	1	0	beh	01010005|01012001|01013008	
beh.2	beh	2	FUNC	REFL	8	0	1			
beh.3	beh	3	N	clan	4	0	0	beh	01014014|01024048	
beh.4	beh	4	N	beside	3	0	0			
mang.1	mang	1	N	dream	426	1	0	mang	01003017|01015001|01016002	
mang.2	mang	2	N	chief	96	0	0	mang	01021022|01021032|01026026	
mang.3	mang	3	FUNC	REFL	10	0	1			
mang.4	mang	4	N	vanish	1	0	0			
bei.1	bei	1	V	finish	284	1	0	bei	01001005|01001008|01001013	
bei.2	bei	2	V	end	239	0	0	bei	01006013|01029027|01029028	
bei.3	bei	3	FUNC	REFL	4	0	1			
bei.4	bei	4	V	stone	1	0	0			
dawn.1	dawn	1	V	top	447	1	0	dawn	01011004|01014017|01017011	
dawn.2	dawn	2	V	receive	64	0	0	dawn	01008005	
dawn.3	dawn	3	V	answer	7	0	0			
sanggam.1	sanggam	1	N	brother	438	1	0	sanggam	01004009|01009022|01019007	
sanggam.2	sanggam	2	N	sibling	79	0	0	sanggam	01004022|01012013|01012019	
pasal.1	pasal	1	N	husband	507	1	0	pasal	01001027|01002024|01003006	
pasal.2	pasal	2	N	man	3	0	0			
pasal.3	pasal	3	FUNC	REFL	2	0	1			
zan.1	zan	1	N	night	275	1	0	zan	01008009|01011019|01011021	
zan.2	zan	2	N	break	220	0	0	zan	01001005|01001014|01001016	
zan.3	zan	3	FUNC	REFL	11	0	1			
zan.4	zan	4	N	yesterday	2	0	0			
gelh.1	gelh	1	V	scripture	244	1	0	ki	02028021|02031018|02032015	
gelh.2	gelh	2	V	write	231	0	0	gelh	01038018|01038025|01041042	
gelh.3	gelh	3	FUNC	REFL	25	0	1			
gelh.4	gelh	4	V	engrave	2	0	0			
nai.1	nai	1	V	near	494	1	0	nai	01002005|01002005|01008008	
nai.2	nai	2	FUNC	REFL	6	0	1			
nai.3	nai	3	V	fig	1	0	0			
lau.1	lau	1	N	fear	455	1	0	lau	01003010|01015001|01015012	
lau.2	lau	2	N	dread	43	0	0	lau	01015001|01035005	
lau.3	lau	3	FUNC	REFL	1	0	1			
vang.1	vang	1	N	power	353	1	0	vang	01010008|01017001|01023006	
vang.2	vang	2	N	because	107	0	0	vang	01038029	
vang.3	vang	3	N	strength	20	0	0	vang	02009028|02009029|02009033	
vang.4	vang	4	N	glory	9	0	0			
vang.5	vang	5	N	prosper	4	0	0	vang	01024012|01024021|01024040	
vang.6	vang	6	N	gate	3	0	0			
vang.7	vang	7	N	cause	2	0	0			
siat.1	siat	1	V	destroy	440	1	0	siat	01019019|01026027|01031050	
siat.2	siat	2	V	spoil	30	0	0	siat	01019009	
siat.3	siat	3	FUNC	REFL	23	0	1	ki	01034005	
siat.4	siat	4	V	destruction	1	0	0			
kam.1	kam	1	N	mouth	367	1	0	kam	01004011|01010005|01010020	
kam.2	kam	2	N	word	123	0	0	kam	01011001|01011006|01011007	
ganhing.1	ganhing	1	N	animal	488	1	0	ganhing	01001020|01001021|01001021	
lawm.1	lawm	1	FUNC	REFL	247	1	1	ki	01002020|01020009|01032010	
lawm.2	lawm	2	N	friend	122	0	0	lawm	05020008	
lawm.3	lawm	3	N	worthy	116	0	0	lawm	01038012|01038020|02002013	
tau.1	tau	1	N	signal	449	1	0	tau	01008020|01008020|01012007	
tau.2	tau	2	N	store	27	0	0			
tau.3	tau	3	N	spear	2	0	0			
tau.4	tau	4	N	gourd	1	0	0			
tau.5	tau	5	N	altar	1	0	0			
huh.1	huh	1	V	help	334	1	0	huh	01002018|01002020|01035003	
huh.2	huh	2	V	blow	117	0	0	huh	01004001	
huh.3	huh	3	FUNC	REFL	14	0	1			
huh.4	huh	4	V	breath	3	0	0			
huh.5	huh	5	V	exhort	3	0	0			
huh.6	huh	6	V	comfort	1	0	0			
sak.1	sak	1	V	cause	381	1	0	sak	01002021|01020015|01048017	
sak.2	sak	2	FUNC	REFL	51	0	1			
sak.3	sak	3	V	shaft	16	0	0	sak	02025031|02025035|02025036	
sak.4	sak	4	FUNC	2SG	9	0	1			
sak.5	sak	5	V	side	6	0	0			
sak.6	sak	6	V	set	5	0	0	sak	01009013|01009014|01009016	
sak.7	sak	7	FUNC	CAUS	2	0	1			
sak.8	sak	8	V	make	1	0	0			
bawng.1	bawng	1	N	calf	249	1	0	bawng	01012016|01018007|01032005	
bawng.2	bawng	2	N	cattle	134	0	0	bawng	01015009|01018007|01018008	
bawng.3	bawng	3	N	cow	83	0	0	bawng	01018008|01020014|01021027	
khawm.1	khawm	1	V	gather	315	1	0	khawm	01006013|01008018|01009004	
khawm.2	khawm	2	FUNC	REFL	142	0	1	ki	01001009|01023018|01037007	
khawm.3	khawm	3	V	dip	3	0	0			
khawm.4	khawm	4	FUNC	1SG	2	0	1			
khawm.5	khawm	5	V	mingled	1	0	0			
khawm.6	khawm	6	V	join	1	0	0			
.1		1	UNK	?	450	1	0		01004001|01005029|01008017	
.2		2	FUNC	3SG.POSS	13	0	1			
sat.1	sat	1	V	strike	421	1	0	sat	01004017|01004023|01010012	
sat.2	sat	2	V	cut	17	0	0			
sat.3	sat	3	FUNC	REFL	12	0	1			
sat.4	sat	4	V	build	11	0	0			
sat.5	sat	5	V	smite	2	0	0			
phawk.1	phawk	1	V	remember	442	1	0	phawk	01003007|01008001|01009015	
phawk.2	phawk	2	FUNC	REFL	15	0	1			
phawk.3	phawk	3	V	perceive	4	0	0			
phawk.4	phawk	4	V	touch	1	0	0			
zang.1	zang	1	V	use	394	1	0	zang	01005030|01005032|01010005	
zang.2	zang	2	FUNC	REFL	54	0	1	ki	01023016|02038024|02038024	
zang.3	zang	3	V	east	7	0	0			
zang.4	zang	4	V	devour	3	0	0			
zang.5	zang	5	V	power	3	0	0			
zang.6	zang	6	V	arm	1	0	0			
pau.1	pau	1	V	speak	447	1	0	pau	01006009|01010005|01010020	
pau.2	pau	2	V	word	2	0	0			
pau.3	pau	3	FUNC	REFL	2	0	1			
pau.4	pau	4	V	bag	1	0	0			
loh.1	loh	1	FUNC	NEG	419	1	1	loh	01021025|01022012|01030001	
loh.2	loh	2	N	able.NEG	11	0	0			
loh.3	loh	3	N	field	9	0	0	loh	02010006	
loh.4	loh	4	N	apart	6	0	0			
loh.5	loh	5	N	not	4	0	0			
loh.6	loh	6	FUNC	REFL	1	0	1			
deih.1	deih	1	V	want	443	1	0	deih	01002009|01003006|01003016	
deih.2	deih	2	FUNC	REFL	2	0	1			
nak.1	nak	1	N	strong	319	1	0	nak	01003016|01013013|01016010	
nak.2	nak	2	N	nose	98	0	0	nak	01002007|01002021|01015012	
nak.3	nak	3	N	time	11	0	0	nak	01021016	
nak.4	nak	4	N	ear	4	0	0	nak	01024022|01024030|01024047	
nak.5	nak	5	FUNC	REFL	4	0	1			
nak.6	nak	6	N	rib	2	0	0	nak	01002022	
nak.7	nak	7	FUNC	2SG.great	2	0	1			
nak.8	nak	8	N	much	2	0	0			
nak.9	nak	9	FUNC	2SG	1	0	1			
nak.10	nak	10	N	heavy	1	0	0			
lu.1	lu	1	N	head	436	1	0	lu	01003015|01024026|01024048	
lu.2	lu	2	FUNC	REFL	4	0	1			
nusia.1	nusia	1	V	forsake	188	1	0	nusia	01028015|01033015|01039015	
nusia.2	nusia	2	V	abandon	143	0	0	nusia	01002024|01023003|01028010	
nusia.3	nusia	3	FUNC	REFL	98	0	1	ki	01050008|02010026	
nusia.4	nusia	4	V	abandonI	6	0	0			
pak.1	pak	1	N	ointment	223	1	0	pak	01037025|01043011|02025006	
pak.2	pak	2	N	divide	78	0	0	pak	01019009|01024020|01026010	
pak.3	pak	3	N	share	50	0	0			
pak.4	pak	4	FUNC	REFL	35	0	1	ki	02004014	
pak.5	pak	5	N	proclaim	31	0	0	pak	01038024	
pak.6	pak	6	N	spoon	7	0	0	pak	02025029	
pak.7	pak	7	N	pregnant	2	0	0	pak	01038024	
pak.8	pak	8	FUNC	NEG.ABIL	2	0	1	pak	01040010	
pak.9	pak	9	N	wait	2	0	0			
pak.10	pak	10	N	throw	2	0	0			
pak.11	pak	11	N	flower	2	0	0			
suang.1	suang	1	N	stone	413	1	0	suang	01002012|01011003|01028018	
suang.2	suang	2	N	cave	12	0	0	suang	01019030	
suang.3	suang	3	FUNC	REFL	7	0	1	ki	01020005	
lungdam.1	lungdam	1	V	rejoice	431	1	0	lungdam	01031027|05028047|07008035	
Israel-Te.1	Israel-Te	1	PROP	?	422	1	0	Israel	01047027|02003010|02005002	
ngen.1	ngen	1	V	net	300	1	0	ngen	01012003|01012008|01013004	
ngen.2	ngen	2	V	pray	113	0	0			
ngen.3	ngen	3	FUNC	REFL	6	0	1	ki	02021030	
gamtat.1	gamtat	1	V	kingdom	411	1	0	gamtat	01008021|01009024|01020006	
gamtat.2	gamtat	2	V	deed	5	0	0			
nau.1	nau	1	N	child	412	1	0	nau	01003016|01004025|01016011	
nau.2	nau	2	N	young	2	0	0			
nga.1	nga	1	V	five	349	1	0	nga	01001023|01003024|01005006	
nga.2	nga	2	V	endure	42	0	0			
nga.3	nga	3	FUNC	REFL	11	0	1	ki	01008004	
nga.4	nga	4	V	fish	5	0	0			
nga.5	nga	5	V	face	3	0	0			
nga.6	nga	6	V	divine	1	0	0			
tu.1	tu	1	N	now	280	1	0	tu	01004014|01017021|01019037	
tu.2	tu	2	N	son	49	0	0	tu	01011031	
tu.3	tu	3	N	sow	32	0	0	tuh	01026012	
tu.4	tu	4	N	sit	17	0	0	tu	01018010|01018014|01027019	
tu.5	tu	5	FUNC	REFL	17	0	1			
tu.6	tu	6	N	sitI	9	0	0			
tu.7	tu	7	N	this	2	0	0	tu	02004010|02005008	
tu.8	tu	8	N	seal	2	0	0			
tu.9	tu	9	N	serpent	1	0	0			
zing.1	zing	1	N	morning	400	1	0	zing	01001005|01001008|01001013	
kumpipa.1	kumpipa	1	N	king	390	1	0	Kumpipa'|kumpipa'	01014017|01039020|01040001	
piang.1	piang	1	V	be.born	378	1	0	piang	01001007|01001009|01001011	
piang.2	piang	2	V	born	3	0	0	piang	01009007	
piang.3	piang	3	V	come	3	0	0			
piang.4	piang	4	V	birth	2	0	0			
lua.1	lua	1	V	carry	196	1	0	luah	01015002|01015003|01022017	
lua.2	lua	2	V	exceed	144	0	0	lua	01018014|01033013|01036007	
lua.3	lua	3	V	head	21	0	0	luah	02029030	
lua.4	lua	4	V	flow	8	0	0			
lua.5	lua	5	V	exceedI	4	0	0			
lua.6	lua	6	V	beget	3	0	0			
lua.7	lua	7	V	shame	3	0	0			
lua.8	lua	8	V	cast	2	0	0	luah	01021010	
lua.9	lua	9	V	issue	2	0	0	luah	01048006	
suah.1	suah	1	N	birth	310	1	0	suah	01005004|01005007|01005010	
suah.2	suah	2	N	become	27	0	0	suah	01011028	
suah.3	suah	3	N	born	9	0	0			
suah.4	suah	4	N	issue	8	0	0			
suah.5	suah	5	FUNC	REFL	7	0	1			
suah.6	suah	6	N	take	6	0	0			
suah.7	suah	7	N	rise	3	0	0			
suah.8	suah	8	N	shoot	3	0	0			
suah.9	suah	9	N	deliver	3	0	0			
suah.10	suah	10	N	emerge	1	0	0			
tam.1	tam	1	V	many	336	1	0	tam	01004017|01006001|01007017	
tam.2	tam	2	FUNC	REFL	34	0	1			
tam.3	tam	3	V	much	4	0	0			
tam.4	tam	4	V	full	1	0	0			
kuan.1	kuan	1	V	family	349	1	0	kuan	01008019|01014008|01014024	
kuan.2	kuan	2	V	trough	9	0	0			
kuan.3	kuan	3	V	attack	5	0	0			
kuan.4	kuan	4	V	reign	4	0	0			
kuan.5	kuan	5	V	strength	3	0	0			
kuan.6	kuan	6	V	carry	2	0	0			
kuan.7	kuan	7	FUNC	REFL	1	0	1			
kuan.8	kuan	8	V	authority	1	0	0			
kuan.9	kuan	9	V	enter	1	0	0			
tua.1	tua	1	V	receive	100	1	0	tuak	01013011|01017013|01040005	
tua.2	tua	2	FUNC	REFL	79	0	1	ki	01002018|01032019|01049028	
tua.3	tua	3	V	do	74	0	0	tuah	02013017|02023004	
tua.4	tua	4	V	meetI	66	0	0	tuak	01009023|01041012|02025018	
tua.5	tua	5	V	meet	21	0	0			
tua.6	tua	6	V	that	16	0	0	tua	02021011	
tua.7	tua	7	V	doI	14	0	0	tuah	01003007	
tua.8	tua	8	V	encounter	2	0	0			
kamsang.1	kamsang	1	N	prophet	371	1	0	kamsang	01020007|04011025|04011026	
cing.1	cing	1	N	throw	135	1	0	cing	01003024|01023009|01032010	
cing.2	cing	2	N	faithful	78	0	0	cing	01025027|01043021|01043023	
cing.3	cing	3	FUNC	REFL	74	0	1	ki	01015016|01024025|01033009	
cing.4	cing	4	N	road	26	0	0			
cing.5	cing	5	N	prepare	16	0	0	cing	01024059|01035008	
cing.6	cing	6	N	complete	13	0	0	cing	01029021	
cing.7	cing	7	N	lend	13	0	0			
cing.8	cing	8	N	stand	7	0	0			
cing.9	cing	9	N	know	5	0	0			
cing.10	cing	10	N	still	1	0	0			
kici.1	kici	1	UNK	called	366	1	0	kici	01002023|01005006|01005009	
ma.1	ma	1	V	self	149	1	0	ma	01002002|01011028|01019004	
ma.2	ma	2	V	alone	77	0	0	ma	01013010|01032003	
ma.3	ma	3	V	that	66	0	0	ma	01024021	
ma.4	ma	4	V	raw	27	0	0			
ma.5	ma	5	FUNC	EMPH	15	0	1	ma	01021033	
ma.6	ma	6	V	own	12	0	0			
ma.7	ma	7	FUNC	REFL	11	0	1			
ma.8	ma	8	V	wound	4	0	0			
ma.9	ma	9	FUNC	NEG	2	0	1			
ma.10	ma	10	V	envy	2	0	0			
ciat.1	ciat	1	UNK	each	365	1	0	ciat	01006019|01006020|01007014	
mihon.1	mihon	1	N	poor.person	365	1	0	mihon	02007004|02012003|02012006	
thah.1	thah	1	N	slay	221	1	0	thah	01004015|01004015|01009005	
thah.2	thah	2	N	die	76	0	0	thah	01037026	
thah.3	thah	3	N	murder	23	0	0	ki	01004024|01004024|02005021	
thah.4	thah	4	FUNC	REFL	23	0	1			
thah.5	thah	5	N	kill	21	0	0			
lut.1	lut	1	V	enter	358	1	0	lut	01007016|01019003|01028017	
lut.2	lut	2	FUNC	REFL	3	0	1			
sawm.1	sawm	1	N	ten	353	1	0	sawm	01005012|01005031|01006015	
sawm.2	sawm	2	FUNC	REFL	4	0	1			
sawm.3	sawm	3	N	incite	2	0	0			
sawm.4	sawm	4	N	tempt	1	0	0			
namsau.1	namsau	1	N	sword	353	1	0	namsau	01003024|01027040|01034025	
namsau.2	namsau	2	N	knife	5	0	0			
peuhmah.1	peuhmah	1	N	whosoever	357	1	0	peuhmah	01004014|01006005|01006020	
gei.1	gei	1	V	edge	351	1	0	gei	01010005|01010019|01013018	
gei.2	gei	2	V	shore	2	0	0			
gei.3	gei	3	V	settle	1	0	0			
mit.1	mit	1	N	eye	350	1	0	mit	01003005|01019011|01021019	
mit.2	mit	2	FUNC	REFL	2	0	1			
mit.3	mit	3	N	eyebrow	1	0	0			
sik.1	sik	1	N	repent	155	1	0	sik	01004022|01022014|02028004	
sik.2	sik	2	FUNC	REFL	86	0	1	ki	01006003|01022014	
sik.3	sik	3	N	iron	40	0	0			
sik.4	sik	4	N	turn	31	0	0	ki	02013017	
sik.5	sik	5	N	hook	10	0	0			
sik.6	sik	6	N	tie	8	0	0	sik	02027004|02027004|02027005	
sik.7	sik	7	N	fry	4	0	0			
sik.8	sik	8	N	dead	4	0	0			
sik.9	sik	9	N	hem	3	0	0	sik	02028033|02039026|02039026	
sik.10	sik	10	N	tread	3	0	0			
sik.11	sik	11	N	bell	2	0	0	sik	02039025|02039025	
sik.12	sik	12	N	metal	2	0	0			
sik.13	sik	13	N	bar	2	0	0			
sik.14	sik	14	N	fishhook	1	0	0			
nungzui.1	nungzui	1	UNK	disciple	349	1	0	nungzui	01024054|01024059|05011028	
takin.1	takin	1	UNK	really	347	1	0	takin	01021018|01023009|01024049	
pumpi.1	pumpi	1	N	body	346	1	0	pumpi	01025025|01047018|02022027	
Jew.1	Jew	1	PROP	?	346	1	0	Jew	12018026|12018028|16004001	
lang.1	lang	1	N	side	271	1	0	lang	01027040|01034030|02015007	
lang.2	lang	2	N	clear	44	0	0	lang	01024022|02023022|02030013	
lang.3	lang	3	N	advocacy	10	0	0			
lang.4	lang	4	FUNC	REFL	9	0	1	ki	01003015|02003018|02005003	
lang.5	lang	5	N	appear	6	0	0	lang	02023003|02023004	
lang.6	lang	6	N	advocate	4	0	0			
kulh.1	kulh	1	V	steal	151	1	0	kulh	01049022|03025031|04013028	
kulh.2	kulh	2	V	wall	109	0	0	kulh	01034020|05003005|05028052	
kulh.3	kulh	3	V	gate	82	0	0	kulh	01019001|01023010|01023018	
kulh.4	kulh	4	V	surround	1	0	0			
Levi.1	Levi	1	PROP	?	343	1	0	Levi	01029034|01034025|01035023	
khop.1	khop	1	FUNC	REFL	291	1	1	ki	01049006|02012016|02027021	
khop.2	khop	2	N	assemble	26	0	0			
khop.3	khop	3	N	enough	19	0	0	khop	01036007|01044023|02016005	
khop.4	khop	4	N	gather	2	0	0			
khop.5	khop	5	N	whole	1	0	0			
khop.6	khop	6	N	together	1	0	0			
khop.7	khop	7	N	labor	1	0	0			
