# language_name:	Paite Chin
# closest ISO 639-3:	pck
# year_short:	scraped 2026
# year_long:	Not available
# title:	Paite Chin
# URL:	https://www.bible.com/bible/1870
# copyright_short:	See bible.com for copyright information
# copyright_long:	Scraped from bible.com. See original source for copyright.
01009012	Pathian mah in, “Kei leh nou leh na kiang ua thil hing chiteng omte kal a, suan tawp nei lou a omte a ding in, hiai ka thukhun chiamtehna ahi ding hi.
01009013	Meipi ah ka sakhituihup ka zamsak a, huai kei leh lei kal a thukhun chiamtehna ding ahi.
01009014	Huan hichi ahong hi ding a, leitung a meipi ka kaisak in meipi ah sakhituihup akimu ding hi.
01009015	Kei leh nou leh sa tengteng lak a thil hing chitengte kal a, ka thukhun om ka theigige ding. Sa tengteng hihmang ding in tui alet nawn kei ding hi.
01009016	Meipi a sakhituihup azam chiang in, Pathian leh leitung a sa om tengteng lak a thil hing chiteng kal a tangtawn thukhun om ka theihgige theihna ding in ka en zel ding,” achi hi.
01009017	Pathian mah in Noah kiang ah, “Hiai kei leh leitung a sa om tengteng kal a ka thukhun hihkip chiamtehna ahi,” achi nawn hi.
01009018	Noah tapa long a kipan pawtte Shem, Ham leh Japheth ahi uhi (Kanaan pa Ham ahi).
01009019	Hiai mi thumte Noah tapate ahi ua, amaute a kipan pawtte'n leitung pumpi azelsuak uhi.
01009020	Louneimi in Noah ahong om pan a, grephuan abawl hi.
01009021	Uain adawn a, akham a; apuanin ah alumkhialta hi.
01009022	Kanaan pa Ham in apa lumkhial amu a, inpua a om a-unau nihte ava hilh hi.
01009023	Shem leh Japheth in puan ala ua, aliang ua kizawn in anung pai ua, apa uh lumkhial ava khuh uhi. Amai uh lehlam nga in apa uh lumkhial amu kei uhi.
01009024	Noah, uain kham ahong halh a, atung a atapa naupangpen in ahihdan ahon theita hi.
01009025	“Kanaan hamsiat in om hen. Asanggamte sikhate sikha ahi ding,” achi hi.
01009026	“Shem Toupa Pathian phat in om hen. Asikha in Kanaan om hen.
01009027	Pathian in Japheth hihlian henla, Asikha in Kanaan om hen,” achi lai hi.
01009028	Tuichim tun nung in Noah kum zathum-le-sawmnga adam hi.
01009029	Noah damsung tengteng kum zakua-le-sawmnga ahi a; huchi in asita hi.
01010001	Hiaite Noah tapa Shem, Ham leh Japheth suante ahi uh. Tuichim tun nung in tapate anei chiat uhi.
01010002	Japheth tapate: Gomer, Magog, Madai, Javan, Tubal, Meshek leh Tiras ahi uh.
01010003	Gomer tapate: Ashkenaz, Riphath leh Togarmah ahi uh.
01010004	Javan tapate: Elishah, Tarshish, Kittim leh Dodanim ahi uh.
01010005	Huaite a kipan in Zentelte, amau pau leh amau nam dungzui zel in, amau chite omna tuikulh gam, amau gamte ah akikhenzak uhi.
01010006	Ham tapate: Kush, Mizraim, Put leh Kanaan ahi uh.
01010007	Kush tapate: Seba, Havilah, Sabtah, Raamah leh Sabtekhah ahi uh. Raamah tapate: Sheba leh Dedan ahi uh.
01010008	Kush in tapa Nimrod anei hi. Amah leitung ah mihattak ahong hi panta hi.
01010009	Toupa ma ah sabengmi hattak ahi a; huaiziak in ahi, “ Toupa ma a sabet hattak Nimrod bang ahi,” achih zel uh.
01010010	Alal patna Shinar gam a Babel khua, Erek khua, Akkad khua leh Shinar gam a Kalneh khua ahi uh.
01010011	Huai gam a kipan apawt a, Assuria gam ah alut a, Nineveh khua, Rehoboth-Ir khua leh Kalah khua asat hi.
01010012	Nineveh leh Kalah kikal ah Resen khua asat a, huai Resen khua thupitak ahi.
01010013	Mizraim in Ludte, Anamte, Lehabte, Naphtuhte,
01010014	Pathruste leh Kasluhte, Philistiate leh Kaphtorte pawtna asuang hi.
01010015	Kanaan in tapa masa Zidon anei a, Heth leng anei lai a,
01010016	Jebuste, Amorte, Girgaste;
01010017	Hivte, Arkate, Sinte;
01010018	Arvadte, Zemarte, Hamathte asuang; huai nung in Kanaan namte akithehzakta uhi.
01010019	Kanaante gamgi Zidon a kipan Gerar, Gaza, Sodom leh Gomorrah, Admah, Zeboim leh Lasa khua tan ahi.
01010020	Huaite, anamte dungzui zel leh apaute, agamte leh anamte lak ua dungzui zel in Ham suante ahi uh.
01010021	Shem, Eber ta tengteng suangpa, Japheth upa'n leng tate anei hi.
01010022	Shem tapate: Elam, Asshur, Arpakshad, Lud leh Aram ahi uh.
01010023	Aram tapate: Uz, Hul, Gether leh Mash ahi uh.
01010024	Arpakshad in tapa Shelah anei a; Shelah in tapa Eber anei hi.
01010025	Eber in tapa nih anei a: khat min Peleg ahi a, adam lai a leitung akikhen ziak in; anau min Joktan ahi.
01010026	Joktan in tapa Almodad, Seleph, Hazarmaveth, Jerah;
01010027	Hadoram, Uzal, Diklah;
01010028	Obal, Abimael, Sheba;
01010029	Ophir, Havilah leh Jobab anei a; huai tengteng Joktan tapate ahi uh.
01010030	Atenna uh Mesha a kipan suahlam tang Sephar tan ahi.
01010031	Huaite Shem suante ahi ua; anamte dungzui zel leh apaute dungzui zel in, agamte ah leh achite dungzui zel in.
01010032	Huaite Noah suan namte ahi ua, asuante uh dungzui zel in achite uh lak ah; tuichim tun nung in huaite a kipan ahi a; lei a chi chih khenkhiak ahi uhi.
01011001	Huan lei a mi tengteng in pau khat leh paudan khat anei uhi.
01011002	Huan hichi ahong hi a, suahlam a kipan akisuan zel lai un, Shinar gam ah phaizang amu ua; huai ah atengta uhi.
01011003	“Kisa un, teklei i bawl ding a, hoihtak in i hal ding,” akichita uhi. Suang sik in teklei anei ua, suang hukna sik in longnai anei uhi.
01011004	“Kisa un, khopi i bawl ding a, avum in van sun ding in insang i bawl ding ua, i min i thangsak ding uh. Huchi lou in zaw leitung pumpi ah thehdalh in i om kha ding,” achi uhi.
01011005	Mite tate' khopi leh insang lam en ding in Toupa ahohsuk hi.
01011006	Toupa'n, “Ngai dih ua, mite pum khat ahi ua, avek un lah pau khat anei ngal ua; hiai thil ahih pan uhi. Tu'n zaw athil hihtupte uh leng kham vual ahita kei ding.
01011007	Kisa un, i va hohsuk ding ua, pau akitheihtuah louhna ding un, apau uh i va suk lamdangsak ding,” akichi uhi.
01011008	Huchi in Toupa'n amaute huai a pan leitung tengteng ah adalhsak hi. Huchi in akhopi bawl uh atawpsanta uhi.
01011009	Huaiziak in amin Babel achi ua; Toupa'n leitung tengteng ah amaute adalhsakta hi.
01011010	Hiaite Shem suante ahi uh. Shem kum zakhat a upa ahi a; tuichim tun nung kum nih nung in tapa Arpakshad anei hi.
01011011	Arpakshad aneih nung in Shem kum zanga adam lai a, tanute leh tapate anei lai hi.
01011012	Arpakshad in kum sawmthum-le-nga ahih in tapa Shelah anei hi.
01011013	Shelah aneih nung in Arpakshad kum zali-le-thum adam lai a, tanute leh tapate anei lai hi.
01011014	Shelah in kum sawmthum ahih in tapa Eber anei hi.
01011015	Eber aneih nung in Shelah kum zali-le-thum adam lai a, tanute leh tapate anei lai hi.
01011016	Eber in kum sawmthum-le-li ahih in tapa Peleg anei hi.
01011017	Peleg aneih nung in Eber kum zali-le-sawmthum adam lai a, tanute leh tapate anei lai hi.
01011018	Peleg in kum sawmthum ahih in tapa Reu anei hi.
01011019	Reu aneih nung in Peleg kum zanih-le-kua adam lai a, tanute leh tapate anei lai hi.
01011020	Reu in kum sawmthum-le-nih ahih in, tapa Serug anei hi.
01011021	Serug aneih nung in Reu kum zanih-le-sagih adam lai a, tanute leh tapate anei lai hi.
01011022	Serug in kum sawmthum ahih in tapa Nahor anei hi.
01011023	Nahor aneih nung in Serug kum zanih adam lai a, tanute leh tapate anei lai hi.
01011024	Nahor in kum sawmnih-le-kua ahih in tapa Terah anei hi.
01011025	Terah aneih nung in Nahor kum za-le-sawmkua adam lai a, tanute leh tapate anei lai hi.
01011026	Terah in kum sawmsagih ahih in tapate Abram, Nahor leh Haran anei hi.
01011027	Hiaite Terah suante ahi ua: Terah in tapa Abram, Nahor leh Haran anei a; Haran in tapa Lot anei hi.
01011028	Haran ahihleh apianna gam, Kaldaite khua Ur ah, apa Terah ma in asi hi.
01011029	Abram leh Nahor in zi anei ua; Abram zi min Sarai ahi a, Nahor zi min Haran tanu Milkah ahi. Haran ahihleh Milkah pa leh Iskah pa ahi.
01011030	Sarai achiing a; ta himhim anei kei.
01011031	Terah in atapa Abram, atapa Haran tapa Lot, amou, atapa Abram zi Sarai api a; Kanaan a hoh ding in Kaldaite khua Ur a kipan apawtkhekhawm uhi. Haran ahong tung ua, huai ah ateng uhi.
01011032	Terah damsung kum zanih-le-nga ahi a, Haran ah Terah asi hi.
01012001	Huan Toupa'n Abram kiang ah, “Na khua a kipan leh na tanaute a kipan leh na pa inn a kipan pawt inla, ka hon etsak ding gam ah pai in.
01012002	Chi thupi mahmah in ka hon bawl dia, ka hon vualzawl ding a, na min ka hih thupi ding. Nang vualzawlna na hi ding hi.
01012003	“Nang hon vualzawl peuhmah ka vualzawl ding a, hon hamsiat peuhmah ka hamsiat ding. Nang ah leitung a nam chih vualzawl in a-om ding uh,” achi hi.
01012004	Toupa'n akiang a agen bang in Abram akuankheta a; Lot in azui hi. Haran a kipan Abram apawt lai in kum sawmsagih-le-nga a upa ahi.
01012005	Abram in azi Sarai leh asanggampa' tapa Lot leh athil kaihkhawm tengteng uh leh Haran khua a, ami neih tengteng uh api a; Kanaan gam a teng ding in apawt ua; Kanaan gam atung uhi.
01012006	Abram huai gam a Shekem mun pha in, Moreh tosaw tan in apai zel hi. Huai lai in, huai gam ah Kanaante ateng uhi.
01012007	Abram kiang ah Toupa akilak a, “Na suante kiang ah hiai gam ka pe ding,” achi hi. Huai ah akiang a kilak Toupa a ding in maitam adoh hi.
01012008	Huai a kipan Bethel suahlam a tanggam ah akisuan a, huai ah apuanin akai hi. Atumlam ah Bethel a-om a, asuahlam ah Ai khua a-om hi. Huai ah Toupa a ding in maitam adoh nawn a, Toupa min alou hi.
01012009	Sim gam lam zuan in Abram akisuan lai hi.
01012010	Huai gam ah kial akia a; huai gam anak kial mahmah ziak in, Aigupta gam a om tadih ding in Abram apaisuk hi.
01012011	Huan hichi ahong hi a, Aigupta gam lut ding a akisak lai un, azi Sarai kiang ah, “Ngai in, numei melhoihtak na hi, chih ka thei hi.
01012012	Huan hichi ahi ding a, Aiguptate'n nang ahon muh chiang un, ‘Hiai azi ahi,’ achi ding ua; kei hon that in, nang ahon hawi ding uh.
01012013	Nang ziak a hoihtak a ka omtheihna ding in leh nang vang a ka hintheihna ding in, hehpih in asanggamnu ka hi chi zel in,” achi hi.
01012014	Huan hichi ahong hi a, Aigupta a Abram alutleh, Aiguptate'n numei amu ua, amel hoih ana sa mahmah uhi.
01012015	Pharaoh miliante'n leng amu ua, Pharaoh kiang ah ahoihdan agen uhi. Huchi in numei Pharaoh inn ah apilutta uhi.
01012016	Ama'n Sarai ziak in Abram hoihtak in abawl a; belamte, bawngte, sabengtungpate, sikhapate, sikhanute, sabengtungnute leh sangawngsaute aneihloh hial hi.
01012017	Toupa'n Abram zi Sarai ziak in Pharaoh leh a-inkuante tung ah hipi khawktak atungsak hi.
01012018	Pharaoh in Abram asam a, “Ka tung a na thilhih bangchidan amai a? Na zi ahi chih bangziak a hon hilh lou na hia? Bangziak a, ‘Ka sanggamnu ahi,’ chi na hia?
01012019	Huaiziak akei maw, ka zi ding a ka na neih hial, huaiziak in, tu'n en in, na zi pi inla, paimang in,” achi hi.
01012020	Pharaoh in atungthu ah mi kiang ah thu apia a, azi leh aneih tengteng toh asawlkhia hi.
01013001	Aigupta gam a kipan Abram pawt in simlam ah apaitou a, akiang ah azi, aneih tengteng leh Lot leng apaitou hi.
01013002	Abram tuh ganta, dangkate leh dangka-engte in ahausa mahmah hi.
01013003	Negev a kipan Bethel tan in apai zel a, Bethel leh Ai khua kikal atung a, achil a apuanin akaihna mun tanpha,
01013004	maitam adoh masakna mun mah ah Abram in Toupa min alou hi.
01013005	Lot leng Abram kiang a pai in, belamhonte, bawnghonte leh puaninte anei hi.
01013006	A-omkhawmna ding un gam akichingta kei a; avan neih uh atam mahmah ziak in, a-omkhawm thei nawnta kei uhi.
01013007	Abram ganpute leh Lot ganpute kikal ah kiselna ahong omta a; huai lai in huai gam ah Kanaante leh Perizte ateng uhi.
01013008	Abram in Lot kiang ah, “Hehpih in, nang leh kei kikal ah, na ganpute leh ka ganpute kikal ah leng kiselna om kei hen; unau lah i hi ngal a,” achi hi.
01013009	“Gam pumpi na ma ah a-om kei a hia? Hehpih in ka kiang a kipan tuam om mai in. Nang veilam a na paileh, kei taklam ah ka pai ding, ahihkeileh, nang taklam a na paileh, kei veilam ah ka pai ding,” achi hi.
01013010	Lot adak a, Zoar kholam zuan in, Jordan Phaizang tengteng, Toupa huan bang ahihkeileh Aigupta gam bang in, gam chih a tui tampi omna ahi chih athei hi: Toupa'n Sodom leh Gomorrah ahihsiat ma lah ahi ngal a.
01013011	Lot in Jordan Phaizang tengteng atelta hi. Suahlam ah Lot akisuan a; huchi in akikhenta uhi.
01013012	Kanaan gam ah Abram ateng a, phaizang khopite ah Lot ateng a, Sodom khua pha in apuanin akai hi.
01013013	Ahi a, Pathian mitmuh in Sodom mite nakpitak in hoih lou leh khial in a-om uhi.
01013014	Akiang a kipan Lot a-om tuam nung in, Toupa'n Abram kiang ah, “Dak inla, na omna a kipan mallam, simlam, suahlam leh tumlam en in.
01013015	Na gam muh tengteng na kiang ah leh na suante kiang ah tangtawn a ding in ka hon pe ding.
01013016	Na suante lei a leivui bang in ka bawl ding hi. Mi'n lei a leivui asim seng uleh, na suante leng sim seng ahi ding uh.
01013017	Thou inla, gam dung leh vai palsuak in; na kiang a hon pe ding ka hi,” achi hi.
01013018	Abram in apuanin asuan a, Hebron a om Mamre tosaw kiang ah atengta a, huai ah Toupa a ding in maitam adoh hi.
01014001	Huan Shinar kumpipa Amraphel, Ellasar kumpipa Ariok, Elam kumpipa Kedorla-omer, Goiim kumpipa Tidal dam lai in hichi ahong hi a;
01014002	amau Sodom kumpipa Bera asim uhi. Gomorrah kumpipa Birsha, Admah kumpipa Sinab, Zeboiim kumpipa Semeber, Bela kumpipa leng asim uhi, huai tuh Zoar ahi.
01014003	Hiai tengteng Siddim Phaizang ah apang uh, huai tuh Chi Tuipi ahi.
01014004	Kum sawm-le-nih sung Kedorla-omer nuai ah ana om ua, akum sawm-le-thumna in ahelta uhi.
01014005	Akum sawm-le-lina ah Kedorla-omer leh akiang a kumpipa omte ahong ua, Asteroth-karnaim ah Rephaimte athat ua, Ham ah Zuzimte athat ua, Shaveh-kariathaim ah Emimte athat uh;
01014006	a-omna Seir tang a El-paran gamdai zul a Horte omna tanpha in.
01014007	Akik nawn ua, Enmishpat atung ua, huai ahihleh Kadesh ahi a, Amalekte gam a mi teng leh Amorte, Hazezon-tamar a tengte leng athat nawn uhi.
01014008	Sodom kumpipa, Gomorrah kumpipa, Admah kumpipa, Zeboiim kumpipa leh Bela (huai Zoar kichi) kumpipa apawt ua, Siddim Phaizang ah amau sual ding in apangta uhi.
01014009	Elam kumpipa Kedorla-omer, Goiim kumpipa Tidal, Shinar kumpipa Amraphelte, Ellasar kumpipa Ariok sual ding in, Kumpipa li in kumpipa nga asual uhi.
01014010	Longnai khuk in Siddim Phaizang adim a; Sodom leh Gomorrah kumpipate ataikekna lam uah, khenkhatte huai ah akia ua, akeloute tang ah ataitou uhi.
01014011	Sodom leh Gomorrah mite sum tengteng leh anek ding tengteng uh la in apaita uhi.
01014012	Sodom a om Abram unaupa tapa, Lot leh aneih teng toh alaksak ua, apaita uhi.
01014013	Huai a pan suakta mi khat ahong pai a, Hebru mi Abram ahilh a, amah Amor mi Mamre tosaw kiang a teng ahi. Mamre ahihleh Eshkol leh Aner unaupih ahi a; huai mite Abram toh pangkhawm ahi uh.
01014014	Abram in unaupa sal in api uh chih azaktak in, a-inn a piang, ama'n achilsiamsa mi zathum apikhia a, Dan khua pha in adelhta hi.
01014015	Zan in amau sual ding in amah leh asikhate akihawmzak ua, azou ua Hobah pha in adelh uh; Hobah bel Damaskas mallam a om ahi.
01014016	Thil tengteng alakik nawn vek a, a-unaupa Lot leh aneih tengteng ban ah midang tengteng toh, numeite leng ahon pi nawn hi.
01014017	Kedorla-omer leh akiang a om kumpipate zou a, apaikik lam in Shaveh Phaizang (huai Kumpipa Phaizang kichi) ah Abram dawn ding in Sodom kumpipa ahohsuk hi.
01014018	Salem kumpipa Melkizedek in tanghou leh uain ahon tawi a; amah Pathian Tungnungpen siampu ahi.
01014019	Ama'n Abram avualzawl a, “Lei leh van neipa, Pathian Tungnungpen, Abram vualzawl in om hen.
01014020	Na melmate na khut a hon pepa, Pathian Tungnungpen phat in om hen,” achi hi. Abram in amah bangkim a sawm-a-khat apia hi.
01014021	Sodom kumpipa'n Abram kiang ah, “Mite hon pia inla, thilte zaw nang kineih in,” achi hi.
01014022	Abram in Sodom kumpipa kiang ah, “Lei leh van neipa, Toupa , Pathian Tungnungpen lam ah ka khut ka zakta hi.
01014023	Khauzang khat lel leng, khedap khau khat lel leng, na neih himhim ka la kei ding, huchi lou in zaw, Abram, kei hauhsaksak ahi, na chi kha ding,” achi hi.
01014024	“Tangvalte nekmang leh ka mi tonpihte tantuan kia lou zaw ka la kei ding, Aner, Eshkol leh Mamrete'n atantuan uh la uhen,” achi hi.
01015001	Huai thilte nung in, “Abram, lau ke'n, kei na phaw leh na kipahman thupitak ka hi,” chi in Abram kiang ah mengmuhna in Toupa thu ahong tung hi.
01015002	Abram in, “Aw, Toupa Pathian , bang na hon pe dia, ta nei lou a ka om na mu a, ka goukempa lah Damaskas a Eliezer ahi ngal a,” achi hi.
01015003	Abram mah in, “Ngai in, chi lah na hon suahsak kei a; en in, ka inn a piang pen mah ka gouluahpa hong hi ding ahi,” achi hi.
01015004	“Ngai in, huai mi na gouluah ding ahi kei. Nangmah gil a hong gah ding ngei, na gouluah ahi zaw ding,” chi in akiang ah Toupa thu ahong tung hi.
01015005	Amah inpua ah apikhia a, “Van lam en inla, aksite na simtheihleh sim him in,” achi hi. Amah mah in akiang ah, “Na suante huchibang ahi ding uh,” achi hi.
01015006	Ama'n Toupa agingta a, huchi in ama'n huai adiktatna in asehsakta hi.
01015007	Akiang ah, “Hiai gam na luah ding a hon pe ding a Kaldaite khua Ur a kipan hon pikhia Toupa ka hi,” achi hi.
01015008	Ama'n, “Toupa Pathian aw, ka luah ding chih, bangchi in ka theithei dia?” achi hi.
01015009	Ama'n, akiang ah, “Bawngla kum thum a upa, kelpi kum thum a upa, vakhu leh vapalnou hon la in,” achi hi.
01015010	Huai teng ahon la a, alaitak ah aphelkhap chiat a, aphel khat, aphel khat lam doh in akoih chiat a; vasate bel aphelkhap kei hi.
01015011	Sasial ne vasate'n saluangte tung abohsuk chiang un Abram in ana hawlkhe zel hi.
01015012	Ni tum ding a akisak lai in, Abram a-ihmu hithit hi. Ngai in, amial a mial, thil mulkimhuai petmah in amah hon khuh hi.
01015013	Hiai thilte nung in Pathian in Abram kiang ah, “Na suante amau gam hilou ah mikhual in a-om ding ua, a-nna uh asepsak ding uh, chih teltak in thei in. Kum zali sung hihgentheih in a-om ding uh.
01015014	A-nna uh asepsak nam uh ka vaihawmkhum ding hi. Huai khit chiang in thil tampi nei in ahong paikhe ding uh.
01015015	Nang na pipute kiang ah lungmuangtak in na pai ding a; na lu a kelsam pou vek in ahon vui ding uhi.
01015016	Himahleh, Amorte khelhnate akim nai louh ziak in, suan lina ah hiai ah ahong pai nawn ding uh,” achi hi.
01015017	Huan hichi ahong hi a, ni tum a, khua ahong mial in, ngai in, haltuina mei khu lunglung leh meisel kuang luahluah, huai sa kiphelkhapte kal a paipai ahong om hi.
01015018	Huai ni mah in Toupa'n Abram toh thukhun bawl in, “Hiai gam, Aigupta lui a kipan lui lian, Euphrates Luipi pha in na suante kiang ah ka peta,” achi hi.
01015019	Kente, Kenizte, Kadmonte,
01015020	Hitte, Perizte, Rephate,
01015021	Amorte, Kanaante, Girgaste leh Jebuste toh leng ka pe lai hi, chi in Abram toh thu akhungta hi.
01016001	Huan Abram zi, Sarai in ta aneihsak kei hi. Sarai in Aigupta mi sikhanu khat anei a, amin Hagar ahi.
01016002	Sarai in Abram kiang ah, “Ngai dih ve, Toupa'n lah ta ka neih hon phal lou a; hehpih in ka sikhanu kithuahpih in. Amah a pan tate ka neih khakleh,” achi hi. Huchi in Abram in Sarai thu azuita hi.
01016003	Kanaan gam a Abram kum sawm a-om nung in, Abram zi Sarai in asikhanu Aigupta mi api a, apasal Abram kiang ah azi ding in apia hi.
