# language_name:	Mro (Khimi)
# closest ISO 639-3:	cmr
# year_short:	scraped 2026
# year_long:	Not available
# title:	Mro (Khimi)
# URL:	https://www.bible.com/bible/2473
# copyright_short:	See bible.com for copyright information
# copyright_long:	Scraped from bible.com. See original source for copyright.
40006018	Khiwn la nan ji sana nina jaq niwn gan khimi ji namny nanq shan. Tynygy sha la khoeqshniq iwn me ji Pe-e la khimi ji nu y niwn ji gan nu ja de. Khimi ji nu ha y niwn mtynq me on niwn nan ji iwn Pe-e la namny hana avanq napoe man de.”
40006019	“Nan ji iwn kaurein niwn ji gan, shin'ei sa ha khoera namkei ha niwn mtynq, tiexu ji koen ha namxu ha niwn mtynq khoeqra neq me mtun u nanq ja.
40006020	Gadema nan ji iwn kaurein niwn ji gan, shin'ei sa ha khoera ji namkei ha y niwn mtynq, tiexu ji koen ha namxu ha y niwn mtynq khoeqshniq me mtun u ja.
40006021	Nagy de mei nala nan ji iwn amlunq la nanma ji iwn kaurein niwn mtynq me thaw vi de tkhoen de.”
40006022	“Nan iwn ami la nan iwn akyq menan kvan niwn shimetky he de. Nan iwn ami hoi la nan iwn akyq axylypi kvanrauq man de.
40006023	Gadema nan ami hoi y la kvan gan hoibei nu ha y, vinqroe niwn me on he kkrhau man de. Nan me on niwn kvan la vinqroe niwn kkrhau vi de nala vinqroe niwn tneq la xiqsana hoi xiw kkrhau man de.
40006024	“Khimi lonq de la kanma lonq ni de iwn tanna sha ha y de. Kanma lonq de gan khie ha lonq de gan mtiwliw man de. Tynygy sy y la, kanma lonq de iwn pie gan kneq ha lonq de iwn pie gan kneq de sy y de. Kniqkhoeqmaq he tkaan than tanna sha ha y de.”
40006025	“Dyde ke nahaw niwn kneq u. Nanma ji iwn ashau than amlunq moen u nanq ja. Ke tne sa de mei, ni ha de mei naniwn ta nanq ja. Tne kakhu de naha moen u nanq ja. Sana khaan y ashau tangoe de. Kakhu kna niwn khaan y akyq la tangoe de.
40006026	Tva ji gan tkhoenq ha ta u ja. Ama ji la ati ma mti y, a y, tpeq me ma mtun y de. Gadema khoeqshniq me on niwn me ji iwn Pe-e la ama ji gan msa by jo de. Nan ji la tva tneq ji khaan y shanq hana avanq hoe goe de sy y by.
40006027	Nan ji thunq iwn ape ma moen hana me-e iwn ashau gan ktiw haan man mshau shawshie de dan y de.
40006028	“Kakhu kna than moen u nanq ja. Dethunq iwn kanoen sonme niwn apau ji gan tkhoenq ha ta u ja. Apau ji la mxa ma mki y, maqtanq sha y klauq on u de.
40006029	Gadema ke nan ji gan nahaw gan. Shanq niwn xandi Shawlamun iwn kh'aw ienau ji la dethunq iwn apau ji jie de kanoen y de.
40006030	Kniqkhoeqmaq gan hoibei yn y niwn ji jy, Kniqkhoeqmaq la ave xinq hana tkhoen menan me me bonq ha niwn ksau kun ji gan mtienq tynygy kanoen sonme than sha la nan ji gan tneq khaan y kanoen niwn kakhu kana na ji nasha by ga jo mei.
40006031	“Dyde moen u nanq ja, tne sa ha de, tne ni ha de naniwn ta u nanq ja. Tne kakhu kna ha de mei naniwn gan moen u nanq ja.
40006032	Kniqkhoeqmaq gan yn y niwn ji la tynygy moen u vi de. Khoeqshniq me on niwn nan ji iwn Pe-e la nan ji ne niwn axylypi gan mny ja de.
40006033	Kniqkhoeqmaq iwn Khoeq he mdimkhiw niwn gan shoeq ma ja. Ama la axy niwn axylypi ji gan nan ji me napoe man de.
40006034	Dyde tkhoen me than moen u nanq ja. Tkhoen me axy niwn moenna nathaw man ga. Veniq katein niwn moenna ji la law dy de.”
40007001	“Khimi ji gan tautun mkhoi u nanq. Tynygy nala Kniqkhoeqmaq la nan ji gan tautun namkhoi y man de.
40007002	Nagy de mei nala nan ji la axy niwn khimi ji gan tautun mkhoi he Kniqkhoeqmaq la nan ji gan tautun namkhoi man de. Nan ji la axy niwn khimi ji gan noenq beshe he Kniqkhoeqmaq nasha man de.
40007003	Naqpi iwn ami menan on niwn tpeishei gan nu hana me-e amime on niwn thekon byn gan nagy de tkhoen katein y niwn mei.
40007004	Nanma ami thunq iwn thekon byn kla maq y klauq, ‘Naqpi jy, nan ami thunq iwn tpeishei nala by ve nanq,’ naha haw nanq ja.
40007005	Khimi ghoi he ajiwn sha niwn khimi jy, nanma ami thunq iwn thekon byn gan la maq ja. Khiwn degan ami la anienmrien nu ha naqpi ami thunq iwn tpeishei gan la ga ja.
40007006	“Seryiw niwn gan ui ji me poe by nanq. Poe by la kahoiq ha nasoe man de. Anqshli txun he avanq hoe niwn gan aw ji maq me khe by nanq. Khe la ama ji akhaw he nien thithau man de.”
40007007	“Mke u, mke la dan de. Shoeq u, shoeq la katein de. Thawkha gan die u, die la namhunq by man de.
40007008	Mke niwn ji la dan de. Shoeq niwn ji la katein man de. Die niwn ji than thawkha namhunq by man de.
40007009	Nanma ji iwn spa ji tkoe namke la txun poe by niwn ape on mei.
40007010	Nan ji thunq iwn pe-e ji la mui mke niwn spa gan mxuiq poe niwn on y de.
40007011	Shi niwn nan ji mtienq la me-e spi ji gan hoi niwn gan nagy poe mei naniwn nan ji mny ja de. Nan ji khaan y hoi niwn khoeqshniq me on niwn nan ji iwn Pe-e la saxein mke degan amdaw hoi niwn napoe man de.
40007012	“Khimi ji gan nanma avuiq sha he de ne niwn he khimi ji than sha ja. Neq la Mawshei iwn pieriesa he phoishma ji iwn tri niwn iwn amkun de.”
40007013	“Kaky niwn thawkha kon koen u. Axau khoeq me lyiw niwn thawkha la danqdha ha tneq me lyiw niwn lan la jauhoe vi de. Khimi amdaw ji la lan tneq kon lyiw u jo de.
40007014	Gadema ashau poe niwn thawkha la kaky ha ashau dan niwn lan la ielaukhauqkhauq vi de. Lan tneq me katein niwn khimi ji la sxiw de ga de.”
40007015	“Phoishma he ajiwn sha niwn ji gan shaudi khe u. Ama ji la nan ji me mhauq aphoe kakhu ha mhauq he navy man de. Khuitan ama ji la xiqna hoi niwn kshui ji ga de.
40007016	Ama ji iwn sha niwn gan tkhoenq ha ama ji gan mny man de. Sbjie the gan axinq kun me, lbu the gan axinq kun me k'joe ha by.
40007017	Akun ghoi menan athe ghoi kthe ga de. Shi niwn akun menan athe ghoi kthe ha y de.
40007018	Akun ghoi menan hoi y niwn athe kthe y. Shi niwn akun me ma athe ghoi kthe y jo de.
40007019	Athe ghoi kthe y niwn akun axylypi gan khimi ji la tkry ha me menan bon de.
40007020	Tynygy he phoishma tneq ji iwn sha niwn he nan ji mny man de.”
40007021	“Ave axy niwn khimi ji la ke gan, ‘Kanma, Kanma,’ naha kauq gamaq khoeqshniq iwn Khoeq menan koen ha de sy y de. Khoeqshniq me on niwn ke Pe iwn aliw he on niwn khimi ji nienq koen ha man de.
40007022	Kniqkhoeqmaq la khimi ji gan tautun mkhoi niwn mniq tiwn degan khimi ji la ke gan, ‘Kanma, Kanma jy! Nan amiq he ke ji la phoitu ha, anan koen niwn ji gan mthoe ha, tauthon ji ma sha dy sy y by,’ naha haw u man de.
40007023	Tynygy degan, ‘Nan ji la ajie sha niwn khimi ji ga de. Ke la nan ji gan namny kau y de. Ke kon xanqla me lyiw u vi,’ na by man de.”
40007024	“Ke haw niwn gan the niwn he sha niwn ji la txun konq me in sha niwn pethon on niwn khimi he de.
40007025	Lipui thaw, khoeq nienq tuilein ha kli ry la in la katin y de. Nagy de mei nala khimi tneq la in gan txun konq me sha de tkhoen de.
40007026	“Gadema ke pie gan the hana kneq y klauq the niwn hena sha y niwn khimi la shraule me in sha niwn khimi apaw he de.
40007027	Lipui thaw, khoeq nienq tuilein ha kli ry la shraule me sha niwn in la katin ha prylila vi de,” naniwn ji mtu by de.
40007028	Kthanq tneq ji gan mtu by khiwn degan khimikie ji la Jeishu iwn mtu niwn gan m'an u jo de.
40007029	Nagy mei nala Jeishu iwn mtu niwn la pieriesa shma ji he sy y klauq Kniqkhoeqmaq poe by niwn aqna he mtu niwn khimi lonq de he de.
40008001	Tkoenq konq iwn Jeishu skrha degan hoe niwn khimikie ji la ama txuiq xui u jo de.
40008002	Xiebie on niwn khimi lonq de la vy hana Jeishu maq me khawmkhun mdi ha, “Kanma jy! Nan ne la ke iwn xieqbie lauq ha ja de,” na by de.
40008003	Jeishu la ama iwn akoe gan jau khiwn la tydie ha, “Ke ne ja! Nan se gapan,” naniwn he khimi tneq iwn xieqbie lauq pjoe vi jo de.
40008004	Khiwn degan Jeishu la ama gan, “Ape gan ma thuiq nanq. Miema me lyiw ha akyq gan mnui ja. Mawshei nahaw he hoi niwn avuiq kamse niwn luisui sha ja,” na by de.
40008005	Jeishu Kapeiranan kun me koen degan Roma ktoenkyn lonq de la vy ha klonq than mke by de.
40008006	“Kanma jy, ke iwn tanna lonq de la naq hana akhawkoe kta ha y klauq neremsausau in me kshonq ha on ha ga jo de,” na by jo de.
40008007	Jeishu la, “Ke vy ha ama gan hoi than nasha by man gan,” na by de.
40008008	Roma asora ktoenkyn la, “Kanma jy! Nan la ke inphu tkui me navy than ke he kba y de. Gadema pie mlan man haw la ke iwn tanna hoi man de.
40008009	Nagy mei nala ke akonq me ke gan nasin than ktoenkyn ji on de. Ke tkui me langie ji on de. Ke la langie lonq de gan lyiw nala lyiw de. Ave lonq de gan navy nala vy de. Ke iwn tanna neq gan sha ja nala sha de,” naha na by de.
40008010	Roma asora ktoenkyn iwn pie gan Jeishu the degan m'an ha ama lithun me kahoiq ha ama txuiq xui niwn khimi ji gan, “Ke nahaw niwn kneq u. Neq he niwn yn niwn gan Isreila ji thunq me ke lonq man ma katein y de.
40008011	Kniqdiwnq, kniqshie kon khimi ji amdaw vy ha khoeqshniq iwn Khoeq me Abrahen, Ize, Jako ji he bu xiwn me vaan de knoenq ha u man de.
40008012	Gadema Kniqkhoeqmaq kausy xiw ama ji gan xandi kkrhau than xieq niwn khimi ji gan vinqroe niwn me mhie by man de. Mtynq tneq me ama ji la xa xanq ha afa kat'eq u man de,” na by de.
40008013	Khiwn degan Jeishu la Roma asora ktoenkyn gan, “Ave vuiq ja! Nan yn niwn he kkrhau man ga,” naha haw by de. Tynygy haw by niwn ktiw me Roma asora ktoenkyn iwn tanna la xy y naq niwn hoi vi de.
40008014	Jeishu la Peitru iwn in me lyiw ha tiwn degan Peitru iwn api la xy y ha i'na me kshonq ha on niwn gan katein by de.
40008015	Jeishu la Peitru iwn api koe gan kshiwn by ha mthau by de. Peitru iwn api la xy y niwn hoi pjoe hana ama ji gan bu an mxiw ha khlonq mnau by jo de.
40008016	Mdiwn na thaw degan anan kshiwn niwn ji he xy y naq niwn khimi amdaw ji gan Jeishu me mhen by u jo de. Jeishu la anan ji gan pie he mthoerauq by ha xy y naq niwn khimi ji gan hoi than sha by jo de.
40008017	Neq ji la phoishma Heishaja phoitu ha khe niwn hena, “Ama la me ji iwn anonanaq ji, xy y naq niwn ji gan la rauq vi dy de,” naniwn la koi dy de.
40008018	Jeishu la ama txeq me tpanqkiwliw ha on niwn khimi ji gan nu degan, tuili haan neq xieq me kaq than atxuiq ji gan haw by de.
40008019	Pieriesa shma lonq de la, “Shma jy! Nan lyiw niwn ttyn me ke naxui poe man de,” naha Jeishu me vy ha haw by de.
40008020	Jeishu mkonq by niwn la, “Khoevaq ji la i'na akhoeq ji on ja de. Tva ji la knau than atbu ji on ja de. Gadema Ke Khimi Spa la kshonq than mtynq on y de,” na by de.
40008021	Atxuiq ave lonq de la, “Kanma jy, in me vuiq maq ha ke pe iwn axaw gan kvuiq maq nanq,” naha haw by jo de.
40008022	Gadema Jeishu la, “Ke txuiq naxui! Adiw he niwn khimi ji la adiw ji gan kvuiq u shan,” naha mkonq by de.
40008023	Jeishu la mlon janq de konq menan poe ha ama iwn atxuiq ji he vaan de Galilei tuili xieq me kaq jo de.
40008024	Tuili me taukhidan he lipui thaw hana mlon gan tuilein shbau ha mie nene thaan jo de. Gadema tneq ktiw me Jeishu la mlon thunq me i ha on vi de.
40008025	Atxuiq ji la lyiw ha, “Kanma jy! Txon gapan ja. Me ji mie ga dy de,” naha mthau by de.
40008026	Jeishu la thau ha, “Nagy de tkhoen nygy xiq thaan mei. Nan ji la ke gan sxiw de yn ga,” na by ha kli he tuilein gan ie hana kli he tuilein la dikshiq on vi jo de.
40008027	Ama iwn atxuiq ji la m'an ha, “Neq ape he niwn khimi mei ne. Kli he tuilein mtienq la ama pie gan kneqvoe thaan bui,” na by u jo de.
40008028	Jeishu la tuili xieq iwn Gadara naniwn mtynq me tiwn degan anan ji koen niwn khimi lonq ni de la tpon kon Jeishu he katein than vy by de. Ama xini la aan on ha xiqsana hy de tkhoen tpon tneq on niwn lan me khimi ji lyiw de xiqsa u de.
40008029	Ama xini la xanq ha, “Kniqkhoeqmaq iwn Spa jy, ke ji gan tne nasha he de ne mei. Ktiw tiwn y man degan ke ji gan shaukhoen napoe than mtynq neq me navy niwn by,” na by de.
40008030	Sxiw de xanqla niwn me awruiq glein haan de la asau muiq ha on jo de.
40008031	Anan ji la Jeishu gan, “Nan ke ji gan namthoe la ke ji gan aw ji me koen than namxoe jo ja,” naha mke by de.
40008032	Jeishu la ama ji gan, “Lyiw!” naha haw by ha aw ji me koen u jo de. Awruiq axylypi ji la tbieqkhau kon tuili me shonq ha tui mien hana diw khja vi jo de.
40008033	Aw kakon ji la kauxui pjoe ha kun me lyiw hana ama ji katein niwn kthanq axylypi thuiq by de. Anan koen ve niwn khimi lonq ni de tne kkrhau mei naniwn ji ma thuiq by u jo de.
40008034	Dyde kunbre xanq me thaw ha Jeishu me lyiw hana katein u jo de. Kun iwn khimi ji la Jeishu gan nu degan ama ji iwn mtynq neq kon thaw ha lyiw vi than mke by u jo de.
40009001	Jeishu la mlon kasi ha Galilei tuili gan kaq hana ama iwn kun Kapeiranan me tiwn jo de.
40009002	Tynygy degan khimi ji la akhawkoe kta ha y niwn khimi lonq de gan i'na xedin he pauky Jeishu me mhen by de. Jeishu la ama ji iwn yn niwn gan nu degan kta ha y niwn khimi tneq gan, “Aly jy, moen nanq! Nan iwn ajie gan namxoe dy de,” na by de.
40009003	Tneq gan the degan nagy mei niwn pieriesa shma ji la ama ji ttoi, “Khimi neq la Kniqkhoeqmaq he tlele tpie vanq thaan bui,” naha kahaw u de.
40009004	Jeishu la ama ji kauxu me ta niwn gan mny ha, “Nagy de tkhoen nan ji hoi y niwn gan ta u niwn mei.
40009005	‘Nan iwn ajie gan namxoe dy naniwn jauhoe goe by.’ Sy y la, ‘Thau hana tkie,’ naniwn gan haw than jauhoe goe by.
40009006	Gadema Ke Khimi Spa la khoeqra neq me ajie ji gan mxoe than aqna on ja de naniwn nan ji gan mny he man de,” na by de. Khiwn la kta ha y niwn khimi gan, “Thau ha nanma iwn xedin gan k'jaw hana in me vuiq si,” na by de.
40009007	Khimi tneq ma thau ha in me vuiq jo de.
40009008	Khimikie ji la tynygy niwn nu degan xiqsa ha khimi ji gan aqna poe niwn Kniqkhoeqmaq gan mthoeq u jo de.
40009009	Tneq mtynq kon Jeishu thaw ha lyiw degan maumoen kaw niwn jun menan knoenq ha on niwn Mathe naniwn khimi lonq de gan katein ha, “Ke txuiq naxui,” naha kauq by de. Mathe la thau pjoe hana Jeishu txuiq xui pjoe vi de.
40009010	Jeishu la Mathe iwn in me bu sa ha on toen me maumoen kakaw amdaw ji he ajie on niwn khimi ji vy by de. Ama ji la Jeishu he ama iwn atxuiq ji he vaan de sa u jo de.
40009011	Tynygy niwn ji gan Pharishei ji nu degan ama ji la Jeishu iwn atxuiq ji me, “Nagy de nan ji iwn shma la maumoen kakaw ji he ajie on niwn khimi ji he vaan de bu sa niwn mei,” naha diwnq by de.
40009012	Tynygy diwnq niwn Jeishu the degan, “Xy y naq y niwn khimi ji la kshi shma gan ne y de. Gadema xy y naq niwn khimi ji nienq kshi shma gan ne ga de
40009013	Gadema piemkun me tri niwn la tne haw de ne niwn mei ta u ja. Piemkun me Kniqkhoeqmaq haw niwn la, ‘Ke la luisui sha niwn khaan y mxien niwn gan ne vi,’ nade. Ke la aghoi sha ga de naniwn khimi ji gan kauq de vy niwn sy y de. Me-e gan me-e ajie on de naniwn khimi ji gan kauq de vy niwn ga de,” na by de.
40009014	Khiwn degan Jawhen iwn atxuiq ji la Jeishu me vy ha, “Ke ji he Pharishei ji la sana nina jaq gamaq nagy de nan iwn txuiq ji la jaq y mei,” naha diwnq by de.
40009015	Jeishu la, “Indon sha niwn shni me khlonq ji la nuipui la niwn shre he vaan de on toen me amlunq biq ha y de. Gadema nuipui la niwn shre gan khimi ji la xanqla me mhenq degan ama iwn aphau ji la amlunq biq ha sana nina jaq ja tyn man ga.
40009016	“Ape ma kh'aw kauxiwn kash'ei niwn me ashei kautha he mdau ha xuiq y ga. Tynygy mdau ha xuiq la ashei kautha la mnaw ha kh'aw kauxiwn kash'eilila ha ga de.
40009017	Khimi ape ma sbjie tui kautha gan aphoe he sha niwn tky kauxiwn me thein y de. Thein la, aphoe gan sa panq ha sbjie tui la loe khja hana aphoe he sha niwn tky ma pjaulila ga de. Dyde sbjie tui he aphoe he sha niwn sbjie tui tky pjau ha y than sbjie tui kautha gan tky kautha me thein ga de,” naha mkonq by de.
40009018	Jeishu tynygy haw toen me Judaq ktoenkyn lonq de vy hana khawmkhun mdi ha, “Ke iwn shnu la diw ga dy de. Gadema nan vy ha ama me akoe thyn la xinq man de,” na by de.
40009019	Dyde Jeishu la thau ha ama iwn atxuiq ji he nuipuidi pi iwn ape kauq niwn me xui poe jo de.
40009020	Tynygy degan shni xale ni de athi xeq niwn nuipuidi lonq de la Jeishu iwn lithun phan kon vy by ha Jeishu iwn kh'aw ashloi gan tydie jo de.
40009021	Nuipuidi la, “Jeishu iwn kh'aw gan mkrhe tydie ha de nala ke hoi ga ja de,” naha ama gan ama kahaw de.
40009022	Jeishu kahoiq ha ama gan nu degan, “Shnu jy! Moen nanq. Nan la ke gan yn de tkhoen hoi dy de,” na by de. Nuipuidi tneq la taukhidan he hoi pjoe vi jo de.
40009023	Jeishu la Judaq ktoenkyn iwn in me koen degan phli katun ji he khimi ji mrididu xa ha on niwn gan katein by de.
40009024	Jeishu la, “Thaw khja u ja. Nuipuidi pi la diw niwn sy y ga, i niwn ga,” na by de. Gadema ama ji la Jeishu gan mnuiq by lau vi de.
40009025	Jeishu la khimikie ji gan xanq me mthoerauq ha nuipuidi pi on niwn me koen jo de. Ama la nuipuidi pi iwn akoe gan kshiwn hana nuipuidi pi la thau jo de.
40009026	Khiwn degan kthanq neq la van khoeq mtynq ttyn me kthanq pjoe thaan jo de.
40009027	Jeishu tneq kon lyiw degan miju lonq ni de la atxuiq xui ha, “Davi iwn Spa! Ke xini gan namxien jo!” naha xanq jo de.
40009028	Jeishu in thunq me koen khiwn degan miju xini la ama me vy by de. Khiwn la ama xini gan, “Ke nan xini gan hoi than sha thoenq ja de naniwn nan xini yn ja by,” naha diwnq by de. Ama xini la, “Yn ja de, Kanma jy!” naha mkonq by hy jo de.
40009029	Tynygy degan Jeishu la neq xini iwn ami gan tydie by ha, “Nanma xini yn de tkhoen nan xini ami nu shan,” na by de.
40009030	Ama xini iwn ami la nu jo de. Jeishu la neq xini gan, “Kthanq neq ape gan ma thuiq nanq bau,” naha ie by de.
40009031	Gadema ama xini la tneq kon thaw ha Jeishu kthanq mtynq ttyn me haw jo de.
40009032	Neq xini thaw ha lyiw toen me anan kshiwn by de tkhoen tpie de dan y niwn khimi, pielauq lonq de gan Jeishu me mhen by de.
40009033	Anan tneq thaw khiwn degan khimi tneq la pie tpie de dan hana khimikie ji la m'an u de. Khimikie ji la, “Isreila khoeq me neq he niwn xinq man ma nu kau y de,” naha haw u jo de.
40009034	Gadema Pharishei ji la, “Anan ji iwn ktoenkyn gan akla ha anan ji gan mthoe niwn ga mei,” na by u de.
40009035	Jeishu la kun ji, van ji me lyiw hana Kniqkhoeqmaq iwn in ji menan mtu ha Khoeq kthanq Kthanq Ghoi gan thuiq u jo de. Xy y naq niwn ji he anonanaq on niwn khimi ji gan hoi than sha by jo de.
40009036	Jeishu la khimikie ji gan nu degan mxien jo de. Nagy de mei nala ama ji la msha ha amlunq moen niwn he kakon on y niwn mhauq ji he de tkhoen jo de.
40009037	Dyde Jeishu la atxuiq ji gan, “Saq ka me saq kaumiq amdaw on gadema a than khimi ji la sxiw de ga de.
40009038	Dyde saq ka kanma la ama iwn saq ka me a niwn khimi ji gan mxoe than saxein mke u ja,” naha thuiq by de.
40010001	Jeishu la atxuiq xale ni de gan vaan de kauq hana ama ji gan anan ji mthoe than he xy y naq niwn anonanaq ji gan hoi he than aqna poe by de.
40010002	Neq ji la tloe lonq xale ni de iwn amiq ji jo de. Peitru naha kauq niwn Shimun he anaqpi Endrei, Zeibeidei spa Jaku he anaqpi Jawhen,
40010003	Philipu he Bathawlamei, Thawma he maumoen kakaw Mathe, Alaphei iwn spa Jaku he Tadeiju,
40010004	Ama ji khoeq gan khie niwn Shimun he Jeishu gan ka'au Judaq Iskaro jo de.
40010005	Jeishu la ama iwn tloe lonq xale ni de gan mxoe ha y man degan, “Axy niwn khimi axui ji on niwn mtynq he Shamari ji iwn kun ji me lyiw u nanq.
40010006	Lauq niwn mhauq he niwn Isreila khimi ji me lyiw u.
40010007	Ama ji me lyiw ha, ‘Khoeqshniq iwn Khoeq la nidei dy de’ naha thuiq u ja.
40010008	Anonanaq ka'on ji gan hoi than sha by. Adiw ji gan xinq beqtyn than sha. Xieqbie ka'on ji gan hoi than sha u. Anan koen niwn khimi ji gan anan mthoe by. Nan ji la tynygy sha than avanq poe y klauq bohan dan de tkhoen khimi ji gan avanq la y klauq klonq by u ja. Nanma ji iwn keinxui me xoiq, tkaan ji gan mhenq u nanq. Khlonq lyiw niwn me tnaskaw, kh'aw apy, khawnien apy mhenq u nanq ja. Soexoedi ma mhenq u nanq. Nagy de tkhoen mei nala maqtanq kasha ji la avanq dan shan jo de.
40010011	“Kun sy y la van haan de me nan ji koen degan nan ji gan landy niwn khimi lonq de gan shoeq ja. Tneq kon thaw ha lyiw niwn mtien de ama in me on u ja.
40010012	In haan de me koen degan, ‘Nan ji he vaan de mduirui mduishaw niwn on ga jo shan,’ naha mlau u ja.
40010013	In tneq me on niwn inpy ji la nan ji gan koeban de nala, ‘Ke ji napoe niwn mduirui mduishaw niwn nan ji me on jo shan,’ naha haw ja. Ama ji la nan ji gan koeban y de nala nan ji poe niwn mduirui mduishaw niwn neq ji me on de sy y de.
40010014	Nan ji gan landy y, nan ji haw niwn pie gan kneq y niwn in he kun on la tneq kon thaw ha lyiw degan nanma ji akhaw iwn kledi gan katphawrauq u ja.
40010015	Ke nahaw niwn kneq u. ‘Kniqkhoeqmaq la khimi ji gan tautun mkhoi niwn mniq kun tneq gan Shawdun kun he Gawmawra kun khaan y khan ha man de.’”
40010016	“Mhauq ji gan kshui kie ji unq me mxoe he nan ji gan ke namxoe niwn jo de. Dyde mxuiq he pethon on ha mxuq he jiekre niwn on y than on u ja.
40010017	Shaudi khe u, khimi ji la nan ji gan nanien ha jun me na-au man de. Ama ji la Kniqkhoeqmaq iwn in me nan ji gan nary man de.
40010018	Ke dhan he nan ji gan aqna ka-on ji he xandi ji ma me namhenq man de. Ke kthanq gan nan ji la ama ji me he axy niwn khimi axui ji me thuiq ha man de.
40010019	Gadema ama ji la nan ji gan na-au degan nagy haw ha de mei, tne pie ji gan tpie ha de mei naniwn gan ta ha moen u nanq ja.
